"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
208,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","恋ケ窪","8",52000000,"","","125",,"ほぼ長方形","9.5","90","平成28年","木造","住宅","住宅","北","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第２四半期","","私道を含む取引"
209,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","恋ケ窪","4",52000000,"","","140",,"不整形","2.7","90","平成28年","木造","住宅","住宅","南東","私道",6.0,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
210,"宅地(土地)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","7",42000000,"1100000","","125",340000,"ほぼ長方形","4.1","","","","","住宅","北","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
211,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","7",38000000,"","","95",,"長方形","12.2","80","昭和58年","木造","住宅","住宅","西","私道",5.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
212,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","9",26000000,"","","150",,"台形","16.0","90","平成5年","木造","住宅","住宅","南西","私道",3.5,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
213,"中古マンション等","","13214","東京都","国分寺市","西恋ケ窪","西国分寺","5",6500000,"","１Ｋ","15",,"","","","昭和62年","","住宅","住宅","","",,"第１種住居地域",60,200,"2018年第３四半期","未改装",""
214,"中古マンション等","","13214","東京都","国分寺市","西恋ケ窪","西国分寺","6",30000000,"","３ＬＤＫ","65",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2018年第３四半期","改装済",""
215,"宅地(土地)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","",33000000,"700000","","155",210000,"ほぼ台形","20.0","","","","","その他","東","道路",,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
216,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","5",56000000,"","","250",,"不整形","11.0","100","平成17年","軽量鉄骨造","住宅","住宅","西","私道",5.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","","私道を含む取引"
217,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","9",50000000,"","","80",,"ほぼ整形","8.4","95","平成29年","木造","住宅","住宅","北東","私道",4.0,"第１種中高層住居専用地域",60,200,"2018年第１四半期","","私道を含む取引"
218,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","10",42000000,"","","135",,"ほぼ正方形","11.8","105","平成6年","木造","住宅","住宅","北","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
219,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","8",42000000,"","","105",,"不整形","2.6","85","平成25年","木造","住宅","住宅","北東","市道",7.2,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
220,"中古マンション等","","13214","東京都","国分寺市","西恋ケ窪","西国分寺","6",33000000,"","３ＬＤＫ","65",,"","","","平成15年","ＲＣ","住宅","","","",,"第１種住居地域",60,200,"2018年第１四半期","未改装",""
221,"中古マンション等","","13214","東京都","国分寺市","西恋ケ窪","西国分寺","5",40000000,"","３ＬＤＫ","65",,"","","","平成15年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2018年第１四半期","",""
222,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","3",150000000,"","","520",,"ほぼ台形","25.0","350","平成3年","木造","共同住宅","住宅","西","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","","私道を含む取引"
223,"宅地(土地)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","3",80000000,"1300000","","200",400000,"ほぼ長方形","8.9","","","","","住宅","北西","市道",6.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
224,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","3",140000000,"","","520",,"ほぼ長方形","25.0","350","平成3年","木造","共同住宅","住宅","西","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","","私道を含む取引"
225,"宅地(土地)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","10",13000000,"570000","","75",170000,"ほぼ長方形","6.3","","","","","","南","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","","私道を含む取引"
226,"宅地(土地)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","10",54000000,"620000","","290",190000,"ほぼ長方形","23.0","","","","","住宅","東","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","","私道を含む取引"
227,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","3",130000000,"","","250",,"長方形","7.4","100","平成29年","木造","","住宅","南","市道",6.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
228,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","10",150000000,"","","220",,"ほぼ台形","12.0","370","昭和61年","ＲＣ","共同住宅","その他","西","都道",12.0,"第１種住居地域",60,200,"2017年第１四半期","",""
229,"宅地(土地)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","4",130000000,"1100000","","400",330000,"ほぼ長方形","7.0","","","","","住宅","南","市道",6.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
230,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","11",14000000,"","","75",,"ほぼ長方形","7.0","100","昭和53年","木造","住宅","その他","南東","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
231,"中古マンション等","","13214","東京都","国分寺市","西恋ケ窪","西国分寺","6",3700000,"","１Ｋ","15",,"","","","昭和62年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2017年第１四半期","未改装",""
232,"中古マンション等","","13214","東京都","国分寺市","西恋ケ窪","西国分寺","7",7400000,"","１Ｋ","15",,"","","","昭和62年","ＲＣ","住宅","その他","","",,"第１種住居地域",60,200,"2017年第１四半期","未改装",""
233,"宅地(土地)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","8",71000000,"890000","","270",270000,"ほぼ長方形","13.0","","","","","住宅","西","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
234,"宅地(土地)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","3",180000000,"1100000","","500",350000,"ほぼ長方形","15.0","","","","","住宅","南","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
235,"宅地(土地)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","11",17000000,"430000","","130",130000,"不整形","2.0","","","","","","東","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
236,"中古マンション等","","13214","東京都","国分寺市","西恋ケ窪","西国分寺","9",31000000,"","３ＬＤＫ","70",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2016年第４四半期","未改装",""
237,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","8",37000000,"","","80",,"台形","7.7","65","平成28年","木造","住宅","住宅","北","私道",4.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
238,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","10",15000000,"","","150",,"袋地等","","90","昭和63年","木造","共同住宅","住宅","北","私道",3.6,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
239,"中古マンション等","","13214","東京都","国分寺市","西恋ケ窪","西国分寺","9",37000000,"","３ＬＤＫ","70",,"","","","平成16年","ＲＣ","住宅","","","",,"第１種住居地域",60,200,"2016年第２四半期","改装済",""
240,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","8",35000000,"","","145",,"ほぼ長方形","8.0","120","昭和64年","木造","共同住宅","その他","西","私道",4.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","","私道を含む取引"
241,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西恋ケ窪","西国分寺","9",47000000,"","","100",,"ほぼ長方形","8.0","80","平成28年","木造","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
242,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","泉体育館","15",15000000,"","","80",,"ほぼ長方形","7.6","95","昭和62年","木造","住宅","住宅","北","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
243,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","泉体育館","18",50000000,"510000","","330",150000,"ほぼ正方形","18.8","","","","","その他","北","市道",6.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
244,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","泉体育館","18",32000000,"","","100",,"ほぼ長方形","8.0","","平成28年","木造","住宅","住宅","西","私道",4.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
245,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","29",50000000,"","","130",,"ほぼ長方形","","","平成30年","木造","","住宅","東","私道",5.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
246,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","23",34000000,"","","120",,"ほぼ長方形","5.8","85","昭和51年","木造","住宅","住宅","南","私道",5.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
247,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","16",64000000,"","","140",,"ほぼ長方形","10.4","100","平成30年","木造","住宅","住宅","西","市道",6.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
248,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","19",59000000,"","","135",,"ほぼ長方形","9.0","90","平成30年","木造","住宅","住宅","北西","道路",5.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
249,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","29",58000000,"","","125",,"ほぼ長方形","8.5","95","平成30年","木造","住宅","住宅","北","市道",5.5,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
250,"中古マンション等","","13214","東京都","国分寺市","西町","国立","25",4000000,"","","50",,"","","","","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第４四半期","",""
251,"中古マンション等","","13214","東京都","国分寺市","西町","国立","28",13000000,"","３ＬＤＫ","60",,"","","","昭和40年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第４四半期","改装済",""
252,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","16",70000000,"","","135",,"ほぼ長方形","12.0","100","平成30年","木造","住宅","住宅","南東","道路",6.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
253,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","18",51000000,"800000","","210",240000,"ほぼ整形","15.0","","","","","住宅","西","道路",6.0,"第１種低層住居専用地域",50,80,"2018年第３四半期","",""
254,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","18",24000000,"600000","","130",180000,"ほぼ長方形","5.5","","","","","住宅","北西","私道",4.2,"第１種低層住居専用地域",50,80,"2018年第３四半期","",""
255,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","16",59000000,"","","140",,"ほぼ長方形","8.6","90","平成30年","木造","住宅","住宅","北西","道路",6.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
256,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","21",58000000,"","","120",,"長方形","9.7","90","平成30年","木造","住宅","住宅","南西","道路",6.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
257,"中古マンション等","","13214","東京都","国分寺市","西町","国立","28",9300000,"","３ＤＫ","50",,"","","","昭和40年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第３四半期","未改装",""
258,"中古マンション等","","13214","東京都","国分寺市","西町","国立","29",14000000,"","２ＬＤＫ","50",,"","","","昭和40年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第３四半期","改装済",""
259,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","19",42000000,"","","140",,"長方形","9.8","110","平成13年","木造","住宅","住宅","北","市道",6.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
260,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","25",34000000,"720000","","155",220000,"ほぼ正方形","12.1","","","","","住宅","南","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
261,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","21",44000000,"710000","","200",220000,"長方形","","","","","","","西","市道",4.0,"第１種低層住居専用地域",50,80,"2018年第２四半期","",""
262,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","29",57000000,"","","125",,"ほぼ長方形","8.1","95","平成30年","木造","住宅","住宅","北","道路",5.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
263,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","26",57000000,"","","135",,"ほぼ長方形","8.4","100","平成29年","木造","住宅","","北東","道路",6.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
264,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","21",61000000,"","","120",,"長方形","5.5","95","平成30年","木造","住宅","住宅","南東","市道",4.2,"第１種低層住居専用地域",50,80,"2018年第２四半期","",""
265,"中古マンション等","","13214","東京都","国分寺市","西町","国立","26",15000000,"","３ＬＤＫ","60",,"","","","昭和40年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第２四半期","改装済",""
266,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","20",3600000,"","","85",,"ほぼ長方形","","55","昭和39年","木造","住宅","その他","南西","私道",3.6,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
267,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","30分?60分",27000000,"800000","","110",240000,"不整形","10.5","","","","","","南","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
268,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","18",52000000,"840000","","200",250000,"ほぼ台形","15.0","","","","","","南西","市道",4.0,"第１種低層住居専用地域",50,80,"2018年第１四半期","",""
269,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","23",54000000,"","","130",,"ほぼ正方形","10.7","100","平成30年","木造","住宅","住宅","西","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
270,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","21",60000000,"","","135",,"長方形","8.8","100","平成29年","木造","住宅","住宅","北","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
271,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","23",47000000,"","","130",,"不整形","2.7","95","平成30年","木造","住宅","住宅","西","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
272,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","29",65000000,"","","125",,"ほぼ長方形","12.3","100","平成30年","木造","住宅","住宅","東","道路",5.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
273,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","25",59000000,"","","135",,"長方形","8.6","100","平成29年","木造","住宅","","北東","道路",6.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
274,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","29",61000000,"","","125",,"ほぼ長方形","7.1","100","平成30年","木造","住宅","住宅","東","道路",5.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
275,"中古マンション等","","13214","東京都","国分寺市","西町","国立","27",1600000,"","３ＬＤＫ","60",,"","","","昭和40年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第１四半期","未改装",""
276,"中古マンション等","","13214","東京都","国分寺市","西町","国立","30分?60分",9600000,"","２ＬＤＫ","50",,"","","","昭和40年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
277,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","18",41000000,"660000","","200",200000,"台形","14.0","","","","","住宅","南西","市道",4.0,"第１種低層住居専用地域",50,80,"2017年第４四半期","",""
278,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","21",63000000,"","","130",,"長方形","8.8","95","平成29年","木造","住宅","住宅","南","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
279,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","30分?60分",34000000,"","","85",,"ほぼ長方形","8.2","95","平成29年","木造","","住宅","南","市道",5.0,"第２種中高層住居専用地域",60,200,"2017年第４四半期","",""
280,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","23",55000000,"","","130",,"台形","12.7","100","平成30年","木造","住宅","住宅","西","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
281,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","30分?60分",47000000,"710000","","220",220000,"ほぼ長方形","11.2","","","","","","南","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
282,"中古マンション等","","13214","東京都","国分寺市","西町","国立","30分?60分",12000000,"","２ＬＤＫ","50",,"","","","昭和40年","ＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,200,"2017年第４四半期","改装済",""
283,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","24",36000000,"800000","","145",240000,"ほぼ長方形","13.0","","","","","住宅","北西","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
284,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","9",7200000,"720000","","35",220000,"長方形","","","","","","","接面道路無","",,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
285,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","19",66000000,"","","150",,"長方形","12.0","250","昭和64年","ＲＣ","共同住宅","住宅","南東","市道",7.3,"第１種中高層住居専用地域",60,200,"2017年第３四半期","",""
286,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","29",31000000,"","","190",,"台形","13.0","80","昭和51年","木造","住宅","住宅","西","私道",6.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","","私道を含む取引"
287,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","25",62000000,"","","120",,"ほぼ台形","8.1","90","平成29年","木造","住宅","住宅","南西","道路",6.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
288,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","15",33000000,"930000","","115",280000,"ほぼ正方形","11.0","","","","","","西","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
289,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","18",62000000,"","","130",,"長方形","10.0","95","平成29年","木造","住宅","住宅","南","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
290,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","25",31000000,"","","110",,"ほぼ長方形","12.0","95","平成6年","木造","住宅","住宅","南東","市道",6.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
291,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","16",44000000,"","","240",,"長方形","","130","昭和58年","木造","住宅","住宅","南西","私道",5.5,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
292,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","22",38000000,"750000","","165",230000,"長方形","12.3","","","","","その他","南東","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
293,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","28",33000000,"","","120",,"ほぼ台形","12.0","100","平成13年","木造","住宅","住宅","南西","市道",9.1,"第２種中高層住居専用地域",60,200,"2017年第２四半期","","調停・競売等"
294,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","25",37000000,"810000","","150",250000,"ほぼ長方形","15.1","","","","","住宅","北東","私道",5.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
295,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","21",27000000,"","","115",,"不整形","7.4","85","昭和51年","木造","住宅","住宅","南","私道",5.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
296,"中古マンション等","","13214","東京都","国分寺市","西町","国立","28",13000000,"","３ＬＤＫ","60",,"","","","昭和40年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第２四半期","改装済",""
297,"中古マンション等","","13214","東京都","国分寺市","西町","国立","28",11000000,"","３ＬＤＫ","60",,"","","","昭和40年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第２四半期","改装済",""
298,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","19",37000000,"","","90",,"ほぼ長方形","8.0","75","平成28年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",50,80,"2017年第１四半期","",""
299,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","25",79000000,"430000","","610",130000,"不整形","18.4","","","","","","北西","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
300,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","27",20000000,"840000","","80",250000,"不整形","8.0","","","","","その他","南西","市道",9.1,"第２種中高層住居専用地域",60,200,"2017年第１四半期","",""
301,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","16",38000000,"710000","","180",210000,"長方形","12.3","","","","","","南西","市道",5.7,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
302,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","16",28000000,"","","120",,"不整形","3.3","105","平成2年","木造","住宅","住宅","南西","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
303,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","19",150000000,"","","260",,"ほぼ台形","18.0","280","平成29年","木造","共同住宅","住宅","北東","市道",9.1,"第２種中高層住居専用地域",60,200,"2017年第１四半期","",""
304,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","15",64000000,"","","135",,"ほぼ長方形","8.3","100","平成29年","木造","住宅","住宅","南","市道",7.4,"第１種低層住居専用地域",50,80,"2017年第１四半期","",""
305,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","19",160000000,"","","220",,"台形","12.5","330","平成29年","鉄骨造","共同住宅","住宅","北東","市道",9.1,"第２種中高層住居専用地域",60,200,"2017年第１四半期","",""
306,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","19",29000000,"","","130",,"袋地等","2.5","105","平成11年","木造","","住宅","南","市道",6.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
307,"中古マンション等","","13214","東京都","国分寺市","西町","国立","28",8000000,"","２ＬＤＫ","50",,"","","","昭和40年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第１四半期","改装済",""
308,"中古マンション等","","13214","東京都","国分寺市","西町","国立","18",19000000,"","２ＬＤＫ","45",,"","","","昭和61年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,200,"2017年第１四半期","改装済",""
309,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","26",460000000,"510000","","2000㎡以上",150000,"不整形","","","","","","住宅","南","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
310,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","25",34000000,"","","115",,"不整形","2.5","90","平成28年","木造","住宅","住宅","南","市道",7.2,"第１種住居地域",60,200,"2016年第４四半期","",""
311,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","15",24000000,"","","90",,"不整形","2.2","80","昭和59年","木造","住宅","住宅","北西","私道",4.5,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
312,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","30分?60分",33000000,"630000","","175",190000,"ほぼ長方形","10.0","","","","","","北東","市道",9.0,"第２種中高層住居専用地域",60,200,"2016年第４四半期","",""
313,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","30分?60分",33000000,"","","100",,"長方形","8.4","80","平成28年","木造","住宅","住宅","北西","私道",4.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
314,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","19",110000000,"600000","","580",180000,"ほぼ長方形","13.8","","","","","","北東","市道",9.0,"第２種中高層住居専用地域",60,200,"2016年第３四半期","",""
315,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","16",50000000,"","","130",,"長方形","8.7","100","平成28年","木造","住宅","住宅","北東","市道",6.2,"第１種低層住居専用地域",50,80,"2016年第３四半期","",""
316,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","18",73000000,"910000","","260",280000,"ほぼ台形","20.0","","","","","住宅","北東","市道",9.0,"第２種中高層住居専用地域",60,200,"2016年第３四半期","",""
317,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","27",100000000,"820000","","410",250000,"ほぼ長方形","17.5","","","","","住宅","南西","市道",9.2,"第２種中高層住居専用地域",60,200,"2016年第３四半期","",""
318,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","29",360000000,"560000","","2000㎡以上",170000,"不整形","","","","","","住宅","北","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
319,"中古マンション等","","13214","東京都","国分寺市","西町","国立","20",25000000,"","４ＬＤＫ","75",,"","","","平成7年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
320,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","29",22000000,"680000","","105",210000,"ほぼ台形","12.0","","","","","住宅","北","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
321,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","21",32000000,"800000","","130",240000,"長方形","14.6","","","","","住宅","西","市道",7.5,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
322,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","30分?60分",43000000,"","","110",,"ほぼ整形","7.5","85","平成27年","軽量鉄骨造","住宅","住宅","東","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
323,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","西町","国立","13",80000000,"","","330",,"ほぼ正方形","17.0","390","平成4年","ＲＣ","住宅","住宅","南西","市道",5.4,"第１種低層住居専用地域",50,80,"2016年第２四半期","",""
324,"宅地(土地)","住宅地","13214","東京都","国分寺市","西町","国立","18",31000000,"1000000","","100",310000,"長方形","13.7","","","","","","南西","市道",5.7,"第１種低層住居専用地域",50,80,"2016年第２四半期","",""
