"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
18,"中古マンション等","","13214","東京都","国分寺市","泉町","西国分寺","9",27000000,"","３ＬＤＫ","60",,"","","","平成7年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第２四半期","未改装",""
19,"中古マンション等","","13214","東京都","国分寺市","泉町","西国分寺","8",36000000,"","３ＬＤＫ","70",,"","","","","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2017年第１四半期","",""
20,"宅地(土地)","住宅地","13214","東京都","国分寺市","泉町","西国分寺","2",64000000,"1900000","","115",560000,"長方形","6.0","","","","","住宅","南西","市道",4.0,"第１種中高層住居専用地域",60,200,"2016年第４四半期","",""
21,"宅地(土地)","住宅地","13214","東京都","国分寺市","泉町","西国分寺","4",130000000,"1200000","","360",360000,"ほぼ長方形","20.0","","","","","住宅","南","市道",4.0,"第１種中高層住居専用地域",60,200,"2016年第２四半期","",""
22,"中古マンション等","","13214","東京都","国分寺市","泉町","西国分寺","9",49000000,"","３ＬＤＫ","65",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2016年第１四半期","未改装",""
23,"中古マンション等","","13214","東京都","国分寺市","泉町","西国分寺","6",30000000,"","２ＬＤＫ","70",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2016年第１四半期","未改装",""
24,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","恋ケ窪","16",40000000,"","","130",,"台形","8.5","100","平成29年","木造","住宅","住宅","西","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
25,"宅地(土地)","住宅地","13214","東京都","国分寺市","北町","鷹の台","11",36000000,"750000","","160",230000,"長方形","9.0","","","","","","東","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
26,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","鷹の台","8",23000000,"","","110",,"ほぼ長方形","7.5","75","昭和52年","木造","住宅","住宅","北","市道",6.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
27,"宅地(土地)","住宅地","13214","東京都","国分寺市","北町","鷹の台","9",13000000,"820000","","50",250000,"長方形","2.0","","","","","住宅","東","私道",3.5,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
28,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","鷹の台","25",34000000,"","","105",,"ほぼ台形","12.0","85","平成30年","木造","住宅","住宅","西","私道",5.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","","私道を含む取引"
29,"宅地(土地)","住宅地","13214","東京都","国分寺市","北町","鷹の台","8",55000000,"760000","","240",230000,"長方形","11.0","","","","","住宅","南","市道",6.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
30,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","鷹の台","19",40000000,"","","115",,"ほぼ長方形","11.0","100","平成8年","木造","住宅","事務所","南","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
31,"宅地(土地)","住宅地","13214","東京都","国分寺市","北町","鷹の台","19",13000000,"130000","","340",38000,"不整形","13.0","","","","","","南","市道",6.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
32,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","鷹の台","18",29000000,"","","130",,"不整形","","100","平成12年","軽量鉄骨造","住宅","住宅","西","市道",6.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
33,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","鷹の台","12",110000000,"","","440",,"ほぼ長方形","11.8","340","","","","","南","都道",11.0,"第２種中高層住居専用地域",60,200,"2017年第３四半期","",""
34,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","鷹の台","19",29000000,"","","110",,"不整形","2.6","85","平成29年","木造","住宅","住宅","東","市道",6.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
35,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","鷹の台","13",40000000,"","","130",,"袋地等","","100","平成29年","木造","住宅","住宅","南","私道",5.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
36,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","鷹の台","19",38000000,"","","120",,"長方形","8.0","95","平成28年","木造","住宅","住宅","東","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
37,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","鷹の台","19",20000000,"","","105",,"不整形","2.5","90","平成7年","木造","住宅","住宅","東","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
38,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","鷹の台","8",36000000,"","","100",,"ほぼ長方形","8.0","80","平成28年","木造","住宅","住宅","東","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
39,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","鷹の台","19",33000000,"","","110",,"袋地等","2.6","85","平成28年","木造","住宅","住宅","東","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
40,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","鷹の台","15",29000000,"","","100",,"ほぼ正方形","10.0","95","昭和64年","木造","住宅","住宅","北西","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
41,"宅地(土地)","住宅地","13214","東京都","国分寺市","北町","鷹の台","9",33000000,"740000","","150",220000,"ほぼ正方形","11.5","","","","","住宅","北","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
42,"宅地(土地)","住宅地","13214","東京都","国分寺市","北町","鷹の台","9",25000000,"820000","","100",250000,"ほぼ長方形","8.6","","","","","住宅","西","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
43,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","鷹の台","21",24000000,"","","120",,"長方形","10.7","70","昭和51年","木造","住宅","住宅","東","市道",5.5,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
44,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","北町","西国分寺","13",41000000,"","","120",,"ほぼ長方形","10.5","100","平成29年","木造","住宅","住宅","東","市道",5.0,"第２種中高層住居専用地域",60,200,"2017年第４四半期","",""
45,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","新町","国立","24",33000000,"","","95",,"不整形","2.6","75","平成30年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",50,80,"2018年第４四半期","",""
46,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","新町","国立","20",24000000,"","","65",,"ほぼ長方形","5.9","75","平成24年","木造","住宅","住宅","西","私道",4.0,"第１種住居地域",60,200,"2018年第３四半期","",""
47,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","新町","国立","20",37000000,"","","110",,"ほぼ台形","14.6","85","平成30年","木造","住宅","住宅","南西","市道",5.6,"第１種低層住居専用地域",40,80,"2018年第３四半期","","私道を含む取引"
48,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","新町","国立","25",5400000,"","","35",,"長方形","6.6","45","昭和46年","","","住宅","東","市道",3.6,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
49,"宅地(土地)","住宅地","13214","東京都","国分寺市","新町","国立","25",43000000,"510000","","280",160000,"長方形","15.2","","","","","住宅","東","市道",4.0,"第１種低層住居専用地域",50,80,"2018年第２四半期","",""
50,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","新町","国立","21",110000000,"","","230",,"ほぼ台形","7.5","370","平成29年","鉄骨造","倉庫","倉庫","南東","市道",9.1,"第１種住居地域",60,200,"2018年第１四半期","",""
51,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","新町","国立","23",36000000,"","","110",,"長方形","9.1","85","平成26年","木造","住宅","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
52,"宅地(土地)","住宅地","13214","東京都","国分寺市","新町","国立","20",33000000,"740000","","150",220000,"ほぼ長方形","9.0","","","","","住宅","西","市道",4.8,"第１種低層住居専用地域",50,80,"2018年第１四半期","",""
53,"宅地(土地)","住宅地","13214","東京都","国分寺市","新町","国立","22",27000000,"730000","","120",220000,"ほぼ長方形","7.2","","","","","その他","南西","私道",4.0,"第１種低層住居専用地域",50,80,"2017年第３四半期","","私道を含む取引"
54,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","新町","国立","25",36000000,"","","100",,"ほぼ台形","7.4","80","平成29年","木造","住宅","住宅","北","市道",7.2,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
55,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","新町","国立","26",28000000,"","","125",,"長方形","9.5","95","平成6年","木造","住宅","住宅","北","市道",4.0,"第１種低層住居専用地域",50,80,"2017年第２四半期","",""
56,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","新町","国立","24",36000000,"","","100",,"ほぼ長方形","8.9","80","平成29年","木造","住宅","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
57,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","新町","国立","21",38000000,"","","115",,"不整形","2.6","90","平成28年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
58,"宅地(土地)","住宅地","13214","東京都","国分寺市","新町","国立","25",30000000,"500000","","200",150000,"不整形","7.4","","","","","住宅","北","市道",7.2,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
59,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","新町","国立","22",47000000,"","","115",,"ほぼ長方形","8.0","90","平成28年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
60,"宅地(土地)","住宅地","13214","東京都","国分寺市","新町","国立","25",49000000,"410000","","400",120000,"正方形","19.7","","","","","","接面道路無","",,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
61,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","新町","国立","23",55000000,"","","250",,"ほぼ長方形","18.1","175","平成9年","軽量鉄骨造","住宅","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
62,"宅地(土地)","住宅地","13214","東京都","国分寺市","新町","国立","24",88000000,"610000","","480",180000,"不整形","8.0","","","","","","南東","市道",,"第２種中高層住居専用地域",50,200,"2016年第１四半期","",""
63,"宅地(土地)","住宅地","13214","東京都","国分寺市","新町","国立","25",25000000,"410000","","200",120000,"不整形","18.0","","","","","","西","市道",,"第１種低層住居専用地域",50,80,"2016年第１四半期","",""
64,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","新町","恋ケ窪","16",28000000,"","","135",,"長方形","","105","昭和63年","木造","住宅","住宅","西","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","","私道を含む取引"
65,"宅地(土地)","住宅地","13214","東京都","国分寺市","新町","恋ケ窪","16",20000000,"330000","","200",99000,"ほぼ正方形","","","","","","","西","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
66,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","新町","恋ケ窪","15",44000000,"","","110",,"ほぼ長方形","9.0","90","平成28年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
67,"宅地(土地)","住宅地","13214","東京都","国分寺市","新町","恋ケ窪","18",14000000,"420000","","110",130000,"長方形","8.0","","","","","その他","西","私道",4.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","","私道を含む取引"
68,"宅地(土地)","住宅地","13214","東京都","国分寺市","新町","恋ケ窪","19",29000000,"760000","","125",230000,"ほぼ正方形","10.0","","","","","住宅","西","市道",5.5,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
69,"宅地(土地)","住宅地","13214","東京都","国分寺市","新町","恋ケ窪","17",29000000,"820000","","115",250000,"長方形","8.1","","","","","住宅","西","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
70,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","20",40000000,"","","85",,"ほぼ長方形","5.9","95","平成30年","木造","住宅","","西","市道",5.5,"第１種住居地域",60,200,"2018年第４四半期","",""
71,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","25",41000000,"","","170",,"ほぼ長方形","7.0","100","平成30年","木造","住宅","住宅","南西","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
72,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","22",19000000,"","","250",,"不整形","5.1","110","昭和37年","木造","住宅","その他","南西","市道",3.4,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
73,"宅地(土地)","住宅地","13214","東京都","国分寺市","高木町","国立","26",17000000,"510000","","110",150000,"ほぼ長方形","","","","","","","西","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","","私道を含む取引"
74,"宅地(土地)","住宅地","13214","東京都","国分寺市","高木町","国立","21",16000000,"700000","","75",210000,"ほぼ長方形","6.0","","","","","住宅","東","市道",4.0,"第１種低層住居専用地域",50,80,"2018年第３四半期","",""
75,"宅地(土地)","住宅地","13214","東京都","国分寺市","高木町","国立","25",31000000,"830000","","125",250000,"ほぼ長方形","9.5","","","","","住宅","東","市道",6.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
76,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","19",20000000,"","","45",,"長方形","3.6","60","昭和62年","木造","共同住宅","","南西","市道",5.5,"第１種住居地域",60,200,"2018年第１四半期","",""
77,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","20",50000000,"","","210",,"袋地等","","125","平成29年","木造","住宅","","西","市道",5.5,"第１種住居地域",60,200,"2017年第４四半期","",""
78,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","22",11000000,"","","70",,"ほぼ整形","6.0","65","昭和58年","木造","住宅","住宅","南","私道",3.5,"第１種住居地域",60,200,"2017年第４四半期","",""
79,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","23",30000000,"","","90",,"ほぼ正方形","9.0","55","平成29年","木造","住宅","住宅","南西","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","","私道を含む取引"
80,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","17",40000000,"","","65",,"正方形","8.3","95","平成29年","木造","住宅","住宅","南西","市道",5.4,"第１種住居地域",60,200,"2017年第４四半期","",""
81,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","23",40000000,"","","120",,"ほぼ長方形","6.5","95","平成29年","木造","住宅","住宅","北東","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
82,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","23",38000000,"","","120",,"不整形","3.0","90","平成29年","木造","住宅","住宅","北東","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
83,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","26",33000000,"","","90",,"ほぼ長方形","","70","平成29年","木造","住宅","住宅","南東","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
84,"宅地(土地)","住宅地","13214","東京都","国分寺市","高木町","国立","18",30000000,"650000","","150",200000,"ほぼ整形","7.5","","","","","住宅","北","私道",4.0,"第１種低層住居専用地域",50,80,"2017年第２四半期","",""
85,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","20",32000000,"","","105",,"ほぼ長方形","8.4","80","平成16年","木造","住宅","住宅","南西","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
86,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","21",61000000,"","","125",,"ほぼ長方形","9.4","100","平成28年","木造","住宅","住宅","南西","道路",5.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
87,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","25",32000000,"","","115",,"ほぼ整形","9.0","80","平成16年","木造","住宅","住宅","東","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
88,"宅地(土地)","住宅地","13214","東京都","国分寺市","高木町","国立","26",32000000,"750000","","140",230000,"長方形","8.7","","","","","住宅","北東","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
89,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","20",54000000,"","","125",,"ほぼ長方形","9.0","100","平成28年","木造","住宅","住宅","南西","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
90,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","19",43000000,"","","110",,"ほぼ長方形","7.3","85","平成28年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
91,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","20",51000000,"","","130",,"不整形","2.7","95","平成28年","木造","住宅","","東","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
92,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","26",29000000,"","","70",,"ほぼ長方形","6.2","55","平成28年","木造","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
93,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","19",25000000,"","","210",,"不整形","","150","昭和41年","木造","住宅","住宅","西","市道",5.4,"第１種住居地域",60,200,"2016年第３四半期","",""
94,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","20",54000000,"","","125",,"ほぼ長方形","8.0","100","平成27年","木造","住宅","","東","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
95,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","21",55000000,"","","125",,"ほぼ整形","5.0","100","平成27年","木造","住宅","住宅","東","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
96,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","17",31000000,"","","120",,"不整形","2.5","105","平成10年","木造","住宅","住宅","南西","市道",5.4,"第１種住居地域",60,200,"2016年第２四半期","",""
97,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","20",45000000,"","","125",,"不整形","2.5","95","平成28年","木造","住宅","住宅","東","私道",5.0,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
98,"宅地(土地)","住宅地","13214","東京都","国分寺市","高木町","国立","20",29000000,"760000","","125",230000,"長方形","7.5","","","","","住宅","北東","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
99,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","23",38000000,"","","100",,"ほぼ長方形","6.3","80","平成28年","木造","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
100,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","21",60000000,"","","125",,"ほぼ長方形","9.7","100","平成27年","木造","住宅","住宅","東","私道",6.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
101,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","21",56000000,"","","125",,"ほぼ台形","8.7","100","平成27年","木造","住宅","住宅","南西","道路",5.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
102,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","21",56000000,"","","125",,"ほぼ長方形","9.2","100","平成27年","木造","住宅","住宅","南西","道路",5.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
103,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","21",57000000,"","","125",,"ほぼ長方形","9.1","100","平成27年","木造","住宅","住宅","東","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","","私道を含む取引"
104,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","高木町","国立","20",24000000,"","","130",,"袋地等","3.0","95","昭和63年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
105,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","戸倉","国立","19",77000000,"","","220",,"不整形","","175","平成22年","木造","共同住宅","住宅","北西","私道",4.0,"第１種低層住居専用地域",50,80,"2018年第４四半期","",""
106,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","戸倉","国立","18",38000000,"","","90",,"ほぼ長方形","7.2","70","平成30年","木造","住宅","住宅","南西","市道",5.0,"第１種低層住居専用地域",50,80,"2018年第４四半期","",""
107,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","戸倉","国立","21",42000000,"","","80",,"ほぼ長方形","8.5","95","平成29年","木造","住宅","住宅","北西","市道",16.0,"第１種住居地域",60,200,"2018年第３四半期","",""
108,"宅地(土地)","住宅地","13214","東京都","国分寺市","戸倉","国立","18",12000000,"250000","","160",76000,"長方形","7.0","","","","","","北東","道路",4.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
109,"宅地(土地)","住宅地","13214","東京都","国分寺市","戸倉","国立","16",7000000,"270000","","85",81000,"不整形","1.1","","","","","倉庫","北西","市道",3.6,"第１種低層住居専用地域",50,80,"2018年第２四半期","",""
110,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","戸倉","国立","19",40000000,"","","115",,"不整形","2.7","90","平成30年","木造","住宅","住宅","北東","市道",5.0,"第１種低層住居専用地域",50,80,"2018年第２四半期","",""
111,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","戸倉","国立","21",35000000,"","","105",,"長方形","5.4","70","平成30年","木造","住宅","住宅","北西","市道",5.4,"第１種低層住居専用地域",50,80,"2018年第２四半期","","私道を含む取引"
112,"宅地(土地)","住宅地","13214","東京都","国分寺市","戸倉","国立","17",66000000,"550000","","400",170000,"長方形","16.6","","","","","住宅","南西","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
113,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","戸倉","国立","16",48000000,"","","380",,"ほぼ整形","5.8","","昭和61年","軽量鉄骨造","住宅","住宅","北東","道路",4.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","","私道を含む取引"
114,"宅地(土地)","住宅地","13214","東京都","国分寺市","戸倉","国立","19",31000000,"540000","","190",160000,"ほぼ長方形","12.0","","","","","住宅","北西","市道",5.4,"第１種低層住居専用地域",50,80,"2017年第４四半期","","私道を含む取引"
115,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","戸倉","国立","16",31000000,"","","145",,"ほぼ長方形","10.0","","","","","","南西","市道",4.0,"工業専用地域",,,"2017年第４四半期","",""
116,"宅地(土地と建物)","住宅地","13214","東京都","国分寺市","戸倉","国立","16",38000000,"","","105",,"袋地等","3.0","85","平成29年","木造","住宅","住宅","南西","市道",4.0,"第１種低層住居専用地域",50,80,"2017年第３四半期","",""
