"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
76,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺北町","三鷹","28",87000000,"","","125",,"長方形","10.3","100","平成28年","木造","住宅","住宅","北西","私道",6.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
77,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺北町","三鷹","23",53000000,"1100000","","155",340000,"ほぼ長方形","14.0","","","","","","北","私道",3.5,"第１種低層住居専用地域",50,100,"2016年第３四半期","",""
78,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺北町","三鷹","29",83000000,"","","125",,"長方形","10.0","100","平成28年","木造","住宅","住宅","北西","私道",6.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
79,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺北町","三鷹","18",19000000,"","２ＤＫ","45",,"","","","昭和46年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2016年第３四半期","未改装",""
80,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺北町","三鷹","20",98000000,"","","155",,"ほぼ長方形","7.7","125","平成20年","軽量鉄骨造","住宅","住宅","北西","私道",4.0,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
81,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺北町","三鷹","16",45000000,"1500000","","100",460000,"長方形","12.0","","","","","その他","北東","私道",4.0,"第１種低層住居専用地域",50,100,"2016年第２四半期","",""
82,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺北町","三鷹","18",140000000,"","","410",,"不整形","6.0","250","平成5年","軽量鉄骨造","住宅","住宅","北西","私道",3.6,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
83,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺北町","三鷹","16",20000000,"","１ＬＤＫ","45",,"","","","昭和46年","ＲＣ","住宅","その他","","",,"第１種住居地域",60,200,"2016年第２四半期","未改装",""
84,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺北町","三鷹","14",28000000,"","１ＬＤＫ","50",,"","","","平成4年","ＲＣ","住宅","その他","","",,"近隣商業地域",80,300,"2016年第１四半期","未改装",""
85,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","16",62000000,"1600000","","130",480000,"長方形","10.3","","","","","住宅","北西","私道",3.2,"第１種低層住居専用地域",40,80,"2018年第３四半期","","私道を含む取引"
86,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","9",110000000,"2400000","","150",740000,"ほぼ長方形","11.0","","","","","住宅","南","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
87,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","16",42000000,"1100000","","125",340000,"袋地等","3.0","","","","","住宅","北西","市道",4.5,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
88,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","17",63000000,"","","145",,"ほぼ台形","","145","平成2年","木造","住宅","その他","北東","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
89,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","14",58000000,"","３ＬＤＫ","75",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第３四半期","未改装",""
90,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","18",53000000,"","","115",,"袋地等","","90","昭和51年","木造","住宅","住宅","南西","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
91,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","12",72000000,"2200000","","105",680000,"長方形","11.4","","","","","","北西","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
92,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","16",83000000,"1700000","","165",500000,"長方形","9.6","","","","","住宅","南東","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
93,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","15",130000000,"","","240",,"長方形","10.3","","","","","住宅","北西","市道",5.5,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
94,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","14",64000000,"","","165",,"不整形","4.5","65","","木造","住宅","","南東","市道",4.6,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
95,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","11",75000000,"","３ＬＤＫ","85",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第２四半期","未改装",""
96,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","15",86000000,"","","140",,"長方形","8.5","130","平成2年","木造","住宅","住宅","南西","市道",3.7,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
97,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","14",73000000,"","","110",,"長方形","9.0","90","平成16年","木造","住宅","住宅","南東","市道",4.5,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
98,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","13",330000000,"","","300",,"長方形","20.0","270","平成6年","木造","住宅","その他","南東","市道",3.6,"第２種中高層住居専用地域",60,200,"2018年第１四半期","",""
99,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","8",160000000,"1900000","","280",560000,"ほぼ長方形","10.0","","","","","その他","北東","私道",2.7,"第１種低層住居専用地域",50,150,"2018年第１四半期","","私道を含む取引"
100,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","16",75000000,"2000000","","125",590000,"長方形","6.3","","","","","","北西","市道",3.6,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
101,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","11",150000000,"","","130",,"ほぼ長方形","14.8","105","平成30年","木造","住宅","住宅","南東","市道",4.8,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
102,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","10",250000000,"","","400",,"ほぼ正方形","19.0","200","昭和51年","ＲＣ","住宅","住宅","南東","私道",3.5,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
103,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","16",53000000,"970000","","180",290000,"不整形","10.0","","","","","住宅","南","都道",9.0,"第２種中高層住居専用地域",60,200,"2018年第１四半期","",""
104,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","9",370000000,"","","580",,"長方形","13.0","480","平成7年","木造","共同住宅","住宅","南東","市道",4.8,"第１種低層住居専用地域",50,150,"2017年第４四半期","",""
105,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","10",83000000,"","","115",,"ほぼ長方形","8.2","90","平成9年","木造","住宅","住宅","北西","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
106,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","10",420000000,"2100000","","650",640000,"ほぼ長方形","35.0","","","","","","北西","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
107,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","9",100000000,"1000000","","330",310000,"ほぼ正方形","17.0","","","","","","北東","私道",1.8,"第１種低層住居専用地域",50,100,"2017年第４四半期","",""
108,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","15",63000000,"","３ＬＤＫ","75",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第４四半期","未改装",""
109,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺東町","吉祥寺","15",69000000,"","３ＬＤＫ","80",,"","","","平成22年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第４四半期","未改装",""
