"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
184,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","13",90000000,"","","115",,"ほぼ正方形","10.0","120","平成3年","木造","住宅","住宅","南東","私道",3.8,"第１種低層住居専用地域",50,100,"2017年第１四半期","",""
185,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","4",75000000,"","２ＬＤＫ","70",,"","","","平成15年","ＳＲＣ","住宅","事務所","","",,"商業地域",80,600,"2017年第１四半期","未改装",""
186,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","3",150000000,"","オープンフロア","70",,"","","","平成24年","ＲＣ","店舗","店舗","","",,"商業地域",80,600,"2017年第１四半期","改装済",""
187,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","15",19000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第１四半期","",""
188,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","8",47000000,"","２ＬＤＫ","55",,"","","","平成13年","ＲＣ","住宅","その他","","",,"第１種住居地域",60,200,"2017年第１四半期","未改装",""
189,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","15",16000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第１四半期","未改装",""
190,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","10",88000000,"2200000","","130",670000,"長方形","6.6","","","","","その他","南東","私道",4.0,"第１種中高層住居専用地域",60,200,"2016年第４四半期","",""
191,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","14",130000000,"","","105",,"ほぼ長方形","8.0","105","平成28年","木造","住宅","住宅","南東","市道",6.0,"第１種低層住居専用地域",50,100,"2016年第４四半期","",""
192,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","7",9300000,"","１Ｋ","15",,"","","","昭和57年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2016年第４四半期","未改装",""
193,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","4",86000000,"","２ＬＤＫ","65",,"","","","平成15年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第４四半期","未改装",""
194,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","8",66000000,"","２ＬＤＫ","65",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2016年第４四半期","改装済",""
195,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","15",65000000,"","３ＬＤＫ","65",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2016年第４四半期","未改装",""
196,"宅地(土地)","商業地","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","6",200000000,"16000000","","40",4700000,"長方形","5.0","","","","","","北東","市道",5.5,"近隣商業地域",80,300,"2016年第３四半期","",""
197,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","13",80000000,"2300000","","115",680000,"長方形","10.0","","","","","住宅","南西","私道",4.0,"第１種低層住居専用地域",50,100,"2016年第３四半期","",""
198,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","15",250000000,"2600000","","320",780000,"長方形","12.0","","","","","その他","北西","市道",4.5,"第１種低層住居専用地域",50,100,"2016年第３四半期","",""
199,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","11",58000000,"1900000","","100",570000,"ほぼ整形","","","","","","住宅","北西","私道",4.0,"第１種低層住居専用地域",50,100,"2016年第３四半期","",""
200,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","5",14000000,"","１Ｋ","15",,"","","","平成9年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2016年第３四半期","未改装",""
201,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","15",42000000,"","３ＬＤＫ","60",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2016年第３四半期","未改装",""
202,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","15",20000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","その他","","",,"近隣商業地域",80,300,"2016年第３四半期","",""
203,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","15",71000000,"","３ＬＤＫ","75",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2016年第３四半期","未改装",""
204,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","9",44000000,"","２ＬＤＫ","55",,"","","","平成2年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2016年第３四半期","未改装",""
205,"宅地(土地と建物)","商業地","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","6",200000000,"","","40",,"長方形","5.0","","","","","住宅","北東","市道",5.5,"近隣商業地域",80,300,"2016年第２四半期","",""
206,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","7",9800000,"","１Ｒ","15",,"","","","昭和57年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2016年第２四半期","未改装",""
207,"宅地(土地と建物)","商業地","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","4",1800000000,"","","450",,"ほぼ正方形","22.0","1100","昭和61年","ＲＣ","住宅、倉庫、店舗、その他","その他","北西","市道",4.0,"商業地域",80,600,"2016年第１四半期","",""
208,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","11",100000000,"2000000","","170",590000,"ほぼ長方形","7.2","","","","","","南東","私道",3.6,"第１種低層住居専用地域",50,100,"2016年第１四半期","",""
209,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","10",68000000,"2000000","","115",600000,"不整形","","","","","","住宅","南西","私道",4.0,"第１種低層住居専用地域",50,100,"2016年第１四半期","",""
210,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","12",85000000,"2600000","","105",790000,"ほぼ長方形","13.0","","","","","住宅","南東","市道",4.5,"第１種低層住居専用地域",50,100,"2016年第１四半期","",""
211,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺本町","吉祥寺","4",7500000,"","オープンフロア","10",,"","","","昭和54年","ＳＲＣ","事務所","事務所","","",,"商業地域",80,600,"2016年第１四半期","改装済",""
212,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺本町","三鷹","16",21000000,"640000","","105",190000,"ほぼ長方形","12.0","","","","","住宅","南東","私道",3.8,"第１種低層住居専用地域",50,100,"2017年第４四半期","",""
213,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺本町","三鷹","11",280000000,"","","300",,"長方形","25.0","560","昭和63年","ＲＣ","共同住宅","住宅","北西","市道",12.0,"第１種住居地域",60,200,"2016年第４四半期","",""
214,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","井の頭公園","5",120000000,"1500000","","260",450000,"袋地等","","","","","","住宅","北東","市道",4.5,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
215,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","井の頭公園","3",200000000,"3800000","","170",1200000,"ほぼ台形","11.0","","","","","その他","北西","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
216,"宅地(土地と建物)","商業地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","12",100000000,"","","130",,"長方形","","390","昭和42年","ＳＲＣ","その他","事務所","南西","道道",16.0,"近隣商業地域",80,300,"2018年第４四半期","",""
217,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","19",61000000,"","","90",,"長方形","7.4","75","平成14年","木造","住宅","住宅","北西","市道",3.6,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
218,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","10",83000000,"","","115",,"長方形","11.0","155","昭和56年","ＳＲＣ","住宅","住宅","南西","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
219,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","14",130000000,"","","220",,"不整形","4.3","240","平成9年","木造","住宅","住宅","北西","市道",5.4,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
220,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","13",130000000,"","","250",,"袋地等","","170","平成8年","木造","住宅","住宅","南東","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
221,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","13",270000000,"","","390",,"長方形","19.5","","","","","","北西","市道",5.5,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
222,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","13",72000000,"","","110",,"","","","","","","住宅","北西","市道",5.5,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
223,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","16",110000000,"","","165",,"長方形","8.2","125","昭和61年","木造","住宅","住宅","南西","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
224,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","3",38000000,"","２ＬＤＫ","55",,"","","","昭和44年","ＲＣ","","住宅","","",,"商業地域",80,600,"2018年第４四半期","",""
225,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","4",35000000,"","３ＬＤＫ","55",,"","","","昭和44年","ＲＣ","","その他","","",,"商業地域",80,600,"2018年第４四半期","未改装",""
226,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","12",88000000,"","","110",,"ほぼ長方形","11.0","140","平成10年","ＲＣ、木造","住宅","住宅","南東","市道",5.5,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
227,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","13",82000000,"2100000","","130",640000,"ほぼ長方形","6.0","","","","","住宅","北東","私道",4.5,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
228,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","8",140000000,"2500000","","190",740000,"ほぼ長方形","12.0","","","","","住宅","北西","市道",3.6,"第１種低層住居専用地域",50,100,"2018年第３四半期","",""
229,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","8",72000000,"","","100",,"不整形","2.5","90","平成12年","木造","住宅","","北","市道",3.7,"第１種低層住居専用地域",50,100,"2018年第３四半期","",""
230,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","13",78000000,"2100000","","120",650000,"長方形","8.0","","","","","住宅","北東","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","","私道を含む取引"
231,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","14",86000000,"1800000","","155",550000,"長方形","8.0","","","","","住宅","南東","私道",3.6,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
232,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","4",48000000,"","２ＬＤＫ","55",,"","","","昭和44年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2018年第３四半期","改装済",""
233,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","12",76000000,"1900000","","130",590000,"長方形","7.4","","","","","住宅","北西","私道",3.6,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
234,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","11",140000000,"2100000","","220",640000,"袋地等","3.0","","","","","住宅","南西","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
235,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","13",93000000,"2000000","","155",600000,"長方形","8.5","","","","","住宅","南東","私道",3.6,"第１種低層住居専用地域",40,80,"2018年第２四半期","","私道を含む取引"
236,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","15",98000000,"1700000","","185",520000,"長方形","14.0","","","","","その他","南東","市道",4.6,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
237,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","4",89000000,"","３ＬＤＫ","90",,"","","","昭和53年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2018年第２四半期","改装済",""
238,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","12",720000000,"1700000","","1400",500000,"ほぼ正方形","40.0","","","","","","北西","私道",6.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
239,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","14",92000000,"2400000","","130",720000,"ほぼ長方形","6.0","","","","","住宅","南西","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
240,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","5",200000000,"2000000","","330",600000,"不整形","","","","","","住宅","北西","市道",7.2,"第１種低層住居専用地域",50,100,"2018年第１四半期","",""
241,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","7",31000000,"","１ＬＤＫ","35",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2018年第１四半期","未改装",""
242,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","4",64000000,"","２ＬＤＫ","60",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2018年第１四半期","未改装",""
243,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","3",38000000,"","１ＬＤＫ","45",,"","","","昭和50年","ＳＲＣ","","住宅","","",,"近隣商業地域",80,300,"2018年第１四半期","改装済",""
244,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","11",140000000,"","２ＬＤＫ","105",,"","","","平成17年","ＲＣ","","住宅","","",,"第１種低層住居専用地域",40,80,"2018年第１四半期","未改装",""
245,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","3",26000000,"","２ＬＤＫ","55",,"","","","昭和44年","ＲＣ","","住宅","","",,"商業地域",80,600,"2018年第１四半期","未改装",""
246,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","9",110000000,"","","190",,"長方形","12.0","195","昭和27年","木造","住宅","","北西","市道",5.5,"第１種低層住居専用地域",50,100,"2017年第４四半期","",""
247,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","16",80000000,"","","140",,"長方形","10.0","110","平成7年","軽量鉄骨造","住宅","その他","北西","市道",5.5,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
248,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","14",88000000,"2400000","","120",730000,"長方形","12.0","","","","","住宅","北西","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","","私道を含む取引"
249,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","18",90000000,"1100000","","260",340000,"不整形","","","","","","住宅","北東","市道",6.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
250,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","14",220000000,"","","400",,"長方形","16.0","165","昭和64年","鉄骨造","共同住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
251,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","4",57000000,"","２ＬＤＫ","60",,"","","","昭和53年","ＳＲＣ","","住宅","","",,"商業地域",80,600,"2017年第４四半期","未改装",""
252,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","12",94000000,"","","120",,"ほぼ長方形","7.0","95","平成29年","木造","住宅","住宅","南東","私道",3.8,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
253,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","9",68000000,"1500000","","145",460000,"長方形","10.0","","","","","住宅","北西","市道",3.8,"第１種低層住居専用地域",50,100,"2017年第３四半期","",""
254,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","6",130000000,"2900000","","150",880000,"ほぼ長方形","8.5","","","","","住宅","南東","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
255,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","12",230000000,"2800000","","270",850000,"長方形","15.0","","","","","","南東","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
256,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","15",47000000,"1600000","","100",480000,"長方形","4.9","","","","","住宅","北東","市道",5.4,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
257,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","6",120000000,"2700000","","140",820000,"ほぼ正方形","12.0","","","","","住宅","北東","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
258,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","11",110000000,"2800000","","130",830000,"ほぼ長方形","9.0","","","","","住宅","南東","市道",5.4,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
259,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","13",130000000,"2300000","","180",700000,"長方形","13.0","","","","","住宅","北西","市道",5.1,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
260,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","14",140000000,"","","240",,"長方形","18.0","110","昭和60年","","","住宅","北西","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
261,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","4",27000000,"","１ＬＤＫ","45",,"","","","昭和50年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第２四半期","未改装",""
262,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","14",60000000,"","３ＬＤＫ","90",,"","","","昭和61年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第２四半期","未改装",""
263,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","3",86000000,"","３ＬＤＫ","70",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第２四半期","",""
264,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","6",38000000,"","１Ｋ","40",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第２四半期","未改装",""
265,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","14",62000000,"1600000","","125",490000,"長方形","7.3","","","","","住宅","南東","市道",5.4,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
266,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","5",350000000,"3400000","","340",1000000,"長方形","25.0","","","","","住宅","北西","市道",5.5,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
267,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","7",36000000,"","２ＬＤＫ","60",,"","","","昭和44年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第１四半期","未改装",""
268,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","15",78000000,"","","115",,"長方形","8.0","90","平成28年","木造","住宅","住宅","北西","私道",4.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
269,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","6",52000000,"","","105",,"ほぼ正方形","11.0","115","昭和47年","木造","共同住宅","住宅","南東","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
270,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","12",440000000,"1700000","","870",500000,"長方形","22.0","","","","","住宅","南東","区道",5.4,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
271,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","9",24000000,"","１Ｋ","25",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"近隣商業地域",,,"2016年第３四半期","",""
272,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","13",120000000,"","","240",,"長方形","12.0","80","","鉄骨造","住宅","住宅","南東","私道",3.7,"第１種低層住居専用地域",40,80,"2016年第２四半期","","私道を含む取引"
273,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","14",75000000,"","","115",,"長方形","8.9","110","平成5年","木造","住宅","住宅","南東","私道",3.8,"第１種低層住居専用地域",40,80,"2016年第２四半期","","私道を含む取引"
274,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","7",29000000,"","２ＬＤＫ","50",,"","","","昭和44年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2016年第２四半期","未改装",""
275,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","14",62000000,"1700000","","120",530000,"長方形","7.5","","","","","住宅","北西","私道",4.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
276,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","11",26000000,"","１ＤＫ","30",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2016年第１四半期","未改装",""
277,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","10",37000000,"","２ＬＤＫ","55",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2016年第１四半期","未改装",""
278,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","吉祥寺","13",57000000,"","２ＬＤＫ","60",,"","","","平成14年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2016年第１四半期","未改装",""
279,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","西荻窪","11",40000000,"","","75",,"長方形","6.7","90","昭和60年","木造","住宅","住宅","南東","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","","私道を含む取引"
280,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","西荻窪","11",66000000,"","","105",,"台形","3.7","85","平成15年","木造","住宅","住宅","北","私道",5.5,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
281,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","西荻窪","7",93000000,"","","490",,"ほぼ台形","18.0","300","昭和57年","軽量鉄骨造","共同住宅","住宅","南西","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
282,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","三鷹台","10",75000000,"1500000","","170",440000,"ほぼ長方形","10.5","","","","","住宅","南東","私道",3.7,"第１種低層住居専用地域",40,80,"2018年第３四半期","","私道を含む取引"
283,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","三鷹台","11",32000000,"","１ＬＤＫ＋Ｓ","40",,"","","","昭和56年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2018年第３四半期","",""
284,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","三鷹台","8",70000000,"","","100",,"長方形","9.5","80","平成18年","木造","住宅","住宅","南東","市道",4.9,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
285,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","三鷹台","15",28000000,"","２ＤＫ","40",,"","","","昭和50年","ＲＣ","","住宅","","",,"近隣商業地域",80,300,"2018年第１四半期","改装済",""
286,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","三鷹台","11",48000000,"","","95",,"ほぼ長方形","8.0","75","昭和54年","木造","住宅","住宅","北西","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
287,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","三鷹台","10",26000000,"","１Ｋ","25",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第２四半期","未改装",""
288,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","三鷹台","10",22000000,"","１Ｋ","20",,"","","","平成13年","ＲＣ","住宅","その他","","",,"近隣商業地域",80,300,"2017年第２四半期","",""
289,"中古マンション等","","13203","東京都","武蔵野市","吉祥寺南町","三鷹台","10",19000000,"","１Ｋ","20",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第１四半期","未改装",""
290,"宅地(土地)","住宅地","13203","東京都","武蔵野市","吉祥寺南町","三鷹台","9",73000000,"1600000","","145",500000,"長方形","7.0","","","","","住宅","北東","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
291,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","境南町","武蔵境","11",53000000,"","","130",,"袋地等","2.4","115","昭和59年","木造","住宅","住宅","西","道路",4.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","","私道を含む取引"
292,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","境南町","武蔵境","12",69000000,"","","105",,"ほぼ台形","9.0","195","昭和64年","鉄骨造","共同住宅、店舗","その他","南西","市道",6.3,"近隣商業地域",80,200,"2018年第４四半期","",""
293,"中古マンション等","","13203","東京都","武蔵野市","境南町","武蔵境","13",37000000,"","２ＬＤＫ","55",,"","","","昭和64年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2018年第４四半期","",""
294,"中古マンション等","","13203","東京都","武蔵野市","境南町","武蔵境","14",37000000,"","２ＬＤＫ","80",,"","","","昭和64年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2018年第４四半期","改装済",""
295,"宅地(土地)","住宅地","13203","東京都","武蔵野市","境南町","武蔵境","8",88000000,"1400000","","210",410000,"ほぼ長方形","13.0","","","","","住宅","南東","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
296,"宅地(土地と建物)","住宅地","13203","東京都","武蔵野市","境南町","武蔵境","6",79000000,"","","100",,"ほぼ長方形","7.6","95","平成30年","木造","住宅","住宅","南","私道",4.0,"第１種低層住居専用地域",50,100,"2018年第３四半期","",""
