"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
217,"宅地(土地と建物)","住宅地","13202","東京都","立川市","一番町","武蔵砂川","14",29000000,"","","105",,"ほぼ長方形","7.9","95","平成27年","木造","住宅","住宅","北西","都道",10.6,"第１種中高層住居専用地域",60,200,"2016年第１四半期","",""
218,"宅地(土地と建物)","住宅地","13202","東京都","立川市","一番町","武蔵砂川","17",31000000,"","","180",,"ほぼ台形","13.0","105","平成2年","木造","住宅","住宅","北東","市道",3.6,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
219,"宅地(土地と建物)","住宅地","13202","東京都","立川市","一番町","武蔵砂川","17",30000000,"","","120",,"長方形","8.3","90","平成27年","木造","住宅","住宅","北西","道路",5.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
220,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","泉体育館","9",10000000,"","","250",,"ほぼ長方形","","150","昭和53年","木造","住宅","住宅","東","私道",5.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
221,"中古マンション等","","13202","東京都","立川市","柏町","泉体育館","4",30000000,"","３ＬＤＫ","65",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2018年第２四半期","改装済",""
222,"宅地(土地)","住宅地","13202","東京都","立川市","柏町","泉体育館","6",33000000,"950000","","115",290000,"ほぼ長方形","7.7","","","","","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","","私道を含む取引"
223,"宅地(土地)","住宅地","13202","東京都","立川市","柏町","泉体育館","11",33000000,"800000","","135",240000,"ほぼ長方形","13.9","","","","","","西","私道",6.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
224,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","泉体育館","5",40000000,"","","220",,"長方形","16.0","190","昭和58年","木造、軽量鉄骨造","共同住宅、店舗","その他","東","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
225,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","泉体育館","5",40000000,"","","105",,"ほぼ長方形","7.5","85","平成28年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
226,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","7",45000000,"","","130",,"長方形","8.1","95","平成30年","木造","住宅","","西","道路",5.0,"第１種低層住居専用地域",40,80,"2019年第１四半期","",""
227,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","7",45000000,"","","115",,"長方形","7.8","90","平成30年","木造","住宅","住宅","南","市道",6.0,"第１種低層住居専用地域",40,80,"2019年第１四半期","",""
228,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","8",46000000,"","","115",,"ほぼ正方形","5.0","90","平成30年","木造","住宅","住宅","南","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
229,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","8",47000000,"","","130",,"ほぼ台形","9.0","95","平成30年","木造","住宅","住宅","西","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
230,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","8",48000000,"","","125",,"長方形","8.1","100","平成30年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
231,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","8",45000000,"","","115",,"不整形","11.4","90","平成30年","木造","住宅","住宅","北","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
232,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","7",43000000,"","","115",,"不整形","","90","平成30年","木造","住宅","住宅","南西","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
233,"宅地(土地)","住宅地","13202","東京都","立川市","柏町","砂川七番","7",66000000,"870000","","250",260000,"ほぼ正方形","16.2","","","","","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
234,"中古マンション等","","13202","東京都","立川市","柏町","砂川七番","7",11000000,"","２ＤＫ","45",,"","","","昭和46年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第３四半期","改装済",""
235,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","3",38000000,"","","165",,"長方形","11.7","130","昭和47年","軽量鉄骨造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
236,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","5",38000000,"","","105",,"袋地等","","85","平成29年","木造","住宅","住宅","東","区道",4.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
237,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","5",46000000,"","","95",,"ほぼ長方形","9.5","75","平成29年","木造","住宅","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
238,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","11",39000000,"","","130",,"ほぼ長方形","7.0","100","平成17年","木造","住宅","住宅","北","市道",6.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
239,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","7",38000000,"","","165",,"長方形","13.0","105","平成2年","軽量鉄骨造","共同住宅","住宅","南西","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
240,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","8",180000000,"","","430",,"ほぼ長方形","14.0","650","平成5年","ＲＣ","共同住宅","その他","南","都道",11.0,"第１種住居地域",60,200,"2016年第４四半期","",""
241,"宅地(土地)","住宅地","13202","東京都","立川市","柏町","砂川七番","11",56000000,"930000","","200",280000,"不整形","","","","","","住宅","東","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
242,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","12",20000000,"","","115",,"袋地等","","85","平成11年","木造","住宅","住宅","北","私道",4.5,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
243,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","11",42000000,"","","110",,"長方形","","85","平成29年","木造","住宅","住宅","東","私道",4.2,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
244,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","11",40000000,"","","110",,"不整形","2.7","85","平成28年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
245,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","6",44000000,"","","115",,"ほぼ長方形","7.5","90","平成28年","木造","住宅","住宅","東","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
246,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","11",38000000,"","","110",,"不整形","2.5","85","平成28年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
247,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","2",36000000,"","","100",,"袋地等","3.2","80","平成28年","木造","住宅","住宅","西","市道",3.6,"近隣商業地域",80,200,"2016年第３四半期","",""
248,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","7",45000000,"","","120",,"長方形","7.8","95","平成28年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
249,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","11",43000000,"","","105",,"ほぼ長方形","10.5","80","平成28年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
250,"宅地(土地)","住宅地","13202","東京都","立川市","柏町","砂川七番","5",110000000,"720000","","500",220000,"ほぼ長方形","38.0","","","","","","東","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
251,"宅地(土地)","住宅地","13202","東京都","立川市","柏町","砂川七番","11",63000000,"660000","","310",200000,"不整形","","","","","","住宅","東","私道",6.0,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
252,"中古マンション等","","13202","東京都","立川市","柏町","砂川七番","6",8000000,"","２ＬＤＫ","45",,"","","","昭和46年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2016年第２四半期","改装済",""
253,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","8",32000000,"","","75",,"ほぼ台形","5.0","90","平成17年","木造","住宅","住宅","北","市道",12.0,"第１種中高層住居専用地域",50,150,"2016年第１四半期","",""
254,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","6",45000000,"","","115",,"ほぼ長方形","8.3","90","平成28年","木造","住宅","住宅","東","区道",6.5,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
255,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","5",45000000,"","","115",,"ほぼ長方形","7.6","90","平成28年","木造","住宅","住宅","東","市道",6.5,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
256,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","砂川七番","5",45000000,"","","115",,"ほぼ長方形","7.7","90","平成28年","木造","住宅","住宅","東","市道",6.5,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
257,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","8",47000000,"","","165",,"長方形","10.6","130","平成9年","木造","住宅","住宅","東","市道",6.0,"第１種低層住居専用地域",40,80,"2019年第１四半期","",""
258,"中古マンション等","","13202","東京都","立川市","柏町","玉川上水","4",4900000,"","３ＤＫ","45",,"","","","","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2019年第１四半期","未改装",""
259,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","3",35000000,"","","135",,"不整形","15.5","55","平成19年","木造","住宅","住宅","北東","市道",4.8,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
260,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","5",54000000,"","","115",,"長方形","11.0","90","平成30年","木造","住宅","住宅","西","市道",6.5,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
261,"中古マンション等","","13202","東京都","立川市","柏町","玉川上水","6",7500000,"","３ＤＫ","45",,"","","","昭和54年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第４四半期","改装済",""
262,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","6",35000000,"","","65",,"ほぼ長方形","10.0","85","平成30年","木造","住宅","住宅","西","私道",16.0,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
263,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","5",58000000,"","","115",,"ほぼ長方形","11.8","90","平成30年","木造","住宅","住宅","西","市道",6.5,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
264,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","4",51000000,"","","115",,"ほぼ正方形","11.0","90","平成30年","木造","住宅","住宅","東","市道",6.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
265,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","3",56000000,"","","115",,"ほぼ正方形","11.0","90","平成30年","木造","住宅","住宅","西","市道",6.5,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
266,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","3",62000000,"","","120",,"長方形","10.5","95","平成30年","木造","住宅","住宅","東","市道",6.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
267,"宅地(土地)","住宅地","13202","東京都","立川市","柏町","玉川上水","1",180000000,"1300000","","480",380000,"長方形","15.0","","","","","","西","私道",4.0,"近隣商業地域",80,200,"2018年第２四半期","",""
268,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","3",54000000,"","","115",,"ほぼ正方形","11.0","90","平成30年","木造","住宅","住宅","西","市道",6.5,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
269,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","5",56000000,"","","115",,"ほぼ正方形","11.0","90","平成30年","木造","住宅","住宅","西","市道",6.5,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
270,"中古マンション等","","13202","東京都","立川市","柏町","玉川上水","9",5000000,"","２ＬＤＫ","45",,"","","","昭和46年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第２四半期","未改装",""
271,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","9",42000000,"","","140",,"ほぼ長方形","6.0","115","昭和56年","木造","住宅","住宅","南西","市道",6.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
272,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","4",54000000,"","","115",,"ほぼ正方形","10.3","90","平成30年","木造","住宅","住宅","東","市道",6.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
273,"中古マンション等","","13202","東京都","立川市","柏町","玉川上水","5",1500000,"","２ＬＤＫ","45",,"","","","昭和46年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第１四半期","改装済",""
274,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","5",50000000,"","","115",,"長方形","13.4","90","平成29年","木造","住宅","住宅","西","市道",6.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
275,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","3",43000000,"","","115",,"不整形","10.1","90","平成29年","木造","住宅","住宅","北東","市道",4.8,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
276,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","5",53000000,"","","115",,"長方形","7.4","90","平成30年","木造","住宅","","北","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
277,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","4",55000000,"","","115",,"ほぼ正方形","11.0","90","平成30年","木造","住宅","住宅","西","市道",6.5,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
278,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","9",40000000,"","","130",,"長方形","10.3","100","平成10年","木造","住宅","住宅","東","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
279,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","5",52000000,"","","115",,"長方形","9.7","95","平成29年","木造","住宅","住宅","南","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
280,"宅地(土地)","住宅地","13202","東京都","立川市","柏町","玉川上水","10",32000000,"840000","","125",250000,"長方形","10.2","","","","","住宅","西","私道",6.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
281,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","4",46000000,"","","115",,"長方形","10.0","90","平成29年","木造","住宅","住宅","北","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
282,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","5",50000000,"","","115",,"ほぼ正方形","10.6","90","平成29年","木造","住宅","住宅","南","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
283,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","4",50000000,"","","115",,"ほぼ長方形","13.3","90","平成29年","木造","住宅","住宅","南","市道",6.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
284,"中古マンション等","","13202","東京都","立川市","柏町","玉川上水","9",5000000,"","２ＬＤＫ","45",,"","","","昭和46年","ＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,200,"2017年第３四半期","未改装",""
285,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","5",57000000,"","","120",,"ほぼ長方形","8.0","95","平成29年","木造","住宅","住宅","南東","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
286,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","5",48000000,"","","115",,"長方形","8.5","90","平成29年","木造","住宅","住宅","西","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
287,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","5",48000000,"","","115",,"長方形","9.5","90","平成29年","木造","住宅","住宅","東","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
288,"中古マンション等","","13202","東京都","立川市","柏町","玉川上水","1",34000000,"","３ＬＤＫ","65",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第２四半期","未改装",""
289,"中古マンション等","","13202","東京都","立川市","柏町","玉川上水","2",19000000,"","３ＬＤＫ","50",,"","","","平成5年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第２四半期","未改装",""
290,"宅地(土地)","住宅地","13202","東京都","立川市","柏町","玉川上水","10",41000000,"890000","","150",270000,"ほぼ正方形","12.0","","","","","住宅","西","私道",6.0,"第１種低層住居専用地域",40,60,"2017年第１四半期","",""
291,"中古マンション等","","13202","東京都","立川市","柏町","玉川上水","1",33000000,"","２ＬＤＫ","65",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第１四半期","未改装",""
292,"中古マンション等","","13202","東京都","立川市","柏町","玉川上水","1",26000000,"","３ＬＤＫ","65",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2016年第４四半期","未改装",""
293,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","6",36000000,"","","170",,"ほぼ長方形","","135","昭和56年","鉄骨造","共同住宅","住宅","南","私道",5.0,"近隣商業地域",80,200,"2016年第３四半期","",""
294,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","6",12000000,"","","80",,"長方形","7.0","30","昭和40年","木造","住宅","その他","西","私道",4.0,"第１種中高層住居専用地域",60,200,"2016年第３四半期","","私道を含む取引"
295,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","4",35000000,"","","75",,"台形","9.1","175","平成5年","鉄骨造","共同住宅、店舗","住宅","西","市道",8.8,"第１種中高層住居専用地域",60,200,"2016年第３四半期","",""
296,"中古マンション等","","13202","東京都","立川市","柏町","玉川上水","5",6600000,"","２ＬＤＫ","45",,"","","","昭和46年","ＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,200,"2016年第３四半期","",""
297,"中古マンション等","","13202","東京都","立川市","柏町","玉川上水","8",9400000,"","２ＬＤＫ","45",,"","","","昭和46年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2016年第３四半期","未改装",""
298,"宅地(土地)","住宅地","13202","東京都","立川市","柏町","玉川上水","8",23000000,"480000","","155",150000,"不整形","11.5","","","","","住宅","西","市道",8.0,"第１種中高層住居専用地域",60,200,"2016年第２四半期","",""
299,"中古マンション等","","13202","東京都","立川市","柏町","玉川上水","8",3300000,"","３ＤＫ","45",,"","","","昭和46年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2016年第２四半期","未改装",""
300,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","5",96000000,"","","360",,"ほぼ長方形","20.0","410","平成2年","ＲＣ","事務所","","西","市道",8.0,"第１種中高層住居専用地域",60,200,"2016年第１四半期","",""
301,"宅地(土地と建物)","住宅地","13202","東京都","立川市","柏町","玉川上水","9",56000000,"","","260",,"ほぼ長方形","20.3","230","平成5年","木造","共同住宅","住宅","北","私道",5.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
302,"宅地(土地)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","7",26000000,"710000","","120",220000,"不整形","10.4","","","","","住宅","南東","私道",4.0,"第１種低層住居専用地域",40,80,"2019年第１四半期","",""
303,"中古マンション等","","13202","東京都","立川市","上砂町","武蔵砂川","9",20000000,"","３ＬＤＫ","70",,"","","","昭和64年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2019年第１四半期","改装済",""
304,"宅地(土地と建物)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","11",29000000,"","","105",,"ほぼ正方形","8.3","80","平成30年","木造","住宅","住宅","北西","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
305,"宅地(土地)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","1",61000000,"970000","","210",290000,"ほぼ台形","38.0","","","","","","南西","市道",8.0,"工業地域",60,200,"2018年第４四半期","",""
306,"宅地(土地と建物)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","11",25000000,"","","130",,"ほぼ長方形","10.6","80","昭和63年","","住宅","住宅","北西","市道",6.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
307,"宅地(土地と建物)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","10",26000000,"","","55",,"ほぼ台形","6.5","90","平成30年","木造","住宅","住宅","南西","市道",5.0,"工業地域",60,200,"2018年第４四半期","",""
308,"宅地(土地)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","",61000000,"970000","","210",290000,"不整形","38.5","","","","","","南","市道",8.3,"工業地域",60,200,"2018年第３四半期","",""
309,"宅地(土地と建物)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","11",29000000,"","","105",,"長方形","10.8","80","平成30年","木造","住宅","住宅","北西","市道",3.8,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
310,"中古マンション等","","13202","東京都","立川市","上砂町","武蔵砂川","4",17000000,"","","70",,"","","","平成9年","ＲＣ","","その他","","",,"工業地域",60,200,"2018年第３四半期","未改装",""
311,"中古マンション等","","13202","東京都","立川市","上砂町","武蔵砂川","7",15000000,"","３ＤＫ","55",,"","","","平成6年","","","住宅","","",,"工業専用地域",60,200,"2018年第３四半期","改装済",""
312,"中古マンション等","","13202","東京都","立川市","上砂町","武蔵砂川","8",15000000,"","２ＬＤＫ","55",,"","","","昭和64年","ＲＣ","","住宅","","",,"工業地域",60,200,"2018年第３四半期","改装済",""
313,"宅地(土地と建物)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","8",97000000,"","","190",,"ほぼ長方形","11.6","350","平成6年","ＲＣ","共同住宅","住宅","南西","市道",5.0,"工業地域",60,200,"2018年第２四半期","",""
314,"中古マンション等","","13202","東京都","立川市","上砂町","武蔵砂川","8",15000000,"","３ＬＤＫ","55",,"","","","平成6年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2018年第２四半期","改装済",""
315,"中古マンション等","","13202","東京都","立川市","上砂町","武蔵砂川","3",12000000,"","２ＤＫ","45",,"","","","昭和63年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2018年第２四半期","改装済",""
316,"宅地(土地と建物)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","10",26000000,"","","120",,"袋地等","2.5","100","平成30年","木造","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
317,"宅地(土地と建物)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","9",11000000,"","","75",,"ほぼ長方形","6.8","","","","住宅","","東","市道",5.0,"工業地域",60,200,"2017年第４四半期","",""
318,"中古マンション等","","13202","東京都","立川市","上砂町","武蔵砂川","9",13000000,"","３ＬＤＫ","70",,"","","","昭和64年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2017年第４四半期","改装済",""
319,"中古マンション等","","13202","東京都","立川市","上砂町","武蔵砂川","8",22000000,"","３ＬＤＫ","70",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2017年第４四半期","未改装",""
320,"中古マンション等","","13202","東京都","立川市","上砂町","武蔵砂川","4",20000000,"","４ＬＤＫ","70",,"","","","平成9年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2017年第４四半期","改装済",""
321,"宅地(土地と建物)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","8",29000000,"","","60",,"ほぼ台形","7.0","90","平成29年","木造","住宅","住宅","南西","市道",6.5,"工業地域",60,200,"2017年第３四半期","",""
322,"宅地(土地と建物)","商業地","13202","東京都","立川市","上砂町","武蔵砂川","9",230000000,"","","400",,"長方形","12.5","550","平成29年","鉄骨造","共同住宅","その他","北","都道",10.0,"第１種住居地域",60,200,"2017年第３四半期","",""
323,"宅地(土地と建物)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","8",84000000,"","","190",,"ほぼ長方形","11.6","350","平成6年","ＲＣ","共同住宅","住宅","南西","市道",5.0,"工業地域",60,200,"2017年第３四半期","",""
324,"宅地(土地と建物)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","12",34000000,"","","125",,"ほぼ正方形","10.6","90","平成27年","木造","住宅","住宅","南東","私道",6.0,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
325,"中古マンション等","","13202","東京都","立川市","上砂町","武蔵砂川","7",16000000,"","３ＬＤＫ","50",,"","","","平成8年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2017年第３四半期","未改装",""
326,"中古マンション等","","13202","東京都","立川市","上砂町","武蔵砂川","8",19000000,"","３ＬＤＫ","65",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2017年第３四半期","",""
327,"中古マンション等","","13202","東京都","立川市","上砂町","武蔵砂川","7",12000000,"","２ＬＤＫ","50",,"","","","平成5年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2017年第３四半期","未改装",""
328,"宅地(土地と建物)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","10",32000000,"","","115",,"正方形","10.8","95","平成28年","木造","住宅","住宅","北西","道路",5.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
329,"宅地(土地と建物)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","18",30000000,"","","115",,"ほぼ長方形","5.6","90","平成28年","木造","住宅","住宅","南西","道路",4.5,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
330,"中古マンション等","","13202","東京都","立川市","上砂町","武蔵砂川","5",21000000,"","３ＬＤＫ","70",,"","","","平成14年","ＲＣ","住宅","住宅","","",,"工業地域",60,200,"2017年第１四半期","改装済",""
331,"宅地(土地と建物)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","16",35000000,"","","115",,"ほぼ長方形","9.4","90","平成28年","木造","住宅","住宅","北西","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
332,"宅地(土地と建物)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","16",29000000,"","","105",,"ほぼ長方形","6.0","105","平成28年","木造","住宅","住宅","南西","私道",4.5,"工業地域",60,200,"2016年第４四半期","",""
333,"宅地(土地)","住宅地","13202","東京都","立川市","上砂町","武蔵砂川","10",25000000,"710000","","115",210000,"ほぼ整形","8.3","","","","","","南東","私道",5.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
