"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
47,"中古マンション等","","13202","東京都","立川市","曙町","立川","11",45000000,"","２ＬＤＫ","55",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2017年第１四半期","未改装",""
48,"中古マンション等","","13202","東京都","立川市","曙町","立川","6",27000000,"","１Ｋ","40",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2017年第１四半期","",""
49,"中古マンション等","","13202","東京都","立川市","曙町","立川","15",9600000,"","１ＬＤＫ","30",,"","","","昭和49年","ＳＲＣ","住宅","事務所","","",,"準工業地域",60,200,"2017年第１四半期","",""
50,"中古マンション等","","13202","東京都","立川市","曙町","立川","8",38000000,"","３ＬＤＫ","65",,"","","","平成19年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2017年第１四半期","未改装",""
51,"中古マンション等","","13202","東京都","立川市","曙町","立川","11",39000000,"","２ＬＤＫ","55",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2017年第１四半期","未改装",""
52,"中古マンション等","","13202","東京都","立川市","曙町","立川","7",38000000,"","２ＬＤＫ","65",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2017年第１四半期","未改装",""
53,"中古マンション等","","13202","東京都","立川市","曙町","立川","7",38000000,"","３ＬＤＫ","65",,"","","","平成19年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2017年第１四半期","未改装",""
54,"中古マンション等","","13202","東京都","立川市","曙町","立川","7",24000000,"","１ＬＤＫ","45",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"準工業地域",60,200,"2017年第１四半期","",""
55,"宅地(土地と建物)","住宅地","13202","東京都","立川市","曙町","立川","16",45000000,"","","115",,"ほぼ正方形","11.0","95","平成25年","木造","住宅","住宅","南","市道",5.0,"第１種低層住居専用地域",50,100,"2016年第４四半期","",""
56,"宅地(土地)","住宅地","13202","東京都","立川市","曙町","立川","12",27000000,"1200000","","75",360000,"ほぼ整形","10.7","","","","","住宅","北西","私道",4.0,"準工業地域",60,200,"2016年第４四半期","",""
57,"中古マンション等","","13202","東京都","立川市","曙町","立川","",67000000,"","３ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2016年第４四半期","未改装",""
58,"中古マンション等","","13202","東京都","立川市","曙町","立川","9",45000000,"","４ＬＤＫ","95",,"","","","平成11年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2016年第４四半期","未改装",""
59,"中古マンション等","","13202","東京都","立川市","曙町","立川","14",24000000,"","２ＬＤＫ","55",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2016年第４四半期","未改装",""
60,"宅地(土地)","住宅地","13202","東京都","立川市","曙町","立川","18",8900000,"790000","","35",240000,"","","","","","","その他","接面道路無","",,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
61,"宅地(土地と建物)","住宅地","13202","東京都","立川市","曙町","立川","17",29000000,"","","145",,"長方形","13.0","110","昭和49年","鉄骨造","住宅","住宅","西","市道",3.3,"第１種低層住居専用地域",50,100,"2016年第３四半期","",""
62,"宅地(土地)","商業地","13202","東京都","立川市","曙町","立川","5",220000000,"1800000","","410",540000,"ほぼ長方形","22.0","","","","","その他","西","市道",3.6,"商業地域",80,600,"2016年第３四半期","",""
63,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",98000000,"","３ＬＤＫ","85",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","",""
64,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",63000000,"","３ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","",""
65,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",98000000,"","２ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","",""
66,"中古マンション等","","13202","東京都","立川市","曙町","立川","3",78000000,"","３ＬＤＫ","75",,"","","","","ＲＣ","住宅","事務所","","",,"商業地域",80,600,"2016年第３四半期","未改装",""
67,"中古マンション等","","13202","東京都","立川市","曙町","立川","",74000000,"","２ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2016年第３四半期","",""
68,"中古マンション等","","13202","東京都","立川市","曙町","立川","3",97000000,"","２ＬＤＫ","85",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","改装済",""
69,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",52000000,"","２ＬＤＫ","55",,"","","","平成28年","ＲＣ","住宅","その他","","",,"商業地域",80,600,"2016年第３四半期","未改装",""
70,"中古マンション等","","13202","東京都","立川市","曙町","立川","3",72000000,"","３ＬＤＫ","70",,"","","","","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","未改装",""
71,"中古マンション等","","13202","東京都","立川市","曙町","立川","",72000000,"","２ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2016年第３四半期","未改装",""
72,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",52000000,"","２ＤＫ","55",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","",""
73,"中古マンション等","","13202","東京都","立川市","曙町","立川","",87000000,"","３ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2016年第３四半期","",""
74,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",68000000,"","２ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","",""
75,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",63000000,"","３ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","未改装",""
76,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",77000000,"","３ＬＤＫ","75",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","",""
77,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",78000000,"","１ＬＤＫ","75",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","未改装",""
78,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",90000000,"","","80",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","未改装",""
79,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",86000000,"","３ＬＤＫ","80",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","",""
80,"中古マンション等","","13202","東京都","立川市","曙町","立川","3",96000000,"","２ＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","改装済",""
81,"中古マンション等","","13202","東京都","立川市","曙町","立川","",73000000,"","２ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2016年第３四半期","未改装",""
82,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",82000000,"","３ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","","","",,"商業地域",80,600,"2016年第３四半期","未改装",""
83,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",71000000,"","３ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","未改装",""
84,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",76000000,"","３ＬＤＫ","75",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","",""
85,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",73000000,"","３ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","",""
86,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",58000000,"","２ＬＤＫ","60",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","未改装",""
87,"中古マンション等","","13202","東京都","立川市","曙町","立川","",53000000,"","２ＬＤＫ","55",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2016年第３四半期","未改装",""
88,"中古マンション等","","13202","東京都","立川市","曙町","立川","8",18000000,"","１ＤＫ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2016年第３四半期","未改装",""
89,"宅地(土地と建物)","住宅地","13202","東京都","立川市","曙町","立川","11",52000000,"","","70",,"不整形","2.5","85","平成28年","木造","住宅","住宅","南東","市道",3.6,"第１種住居地域",60,200,"2016年第２四半期","",""
90,"宅地(土地と建物)","住宅地","13202","東京都","立川市","曙町","立川","18",36000000,"","","105",,"長方形","7.2","70","平成27年","木造","共同住宅","住宅","南","私道",3.0,"第１種低層住居専用地域",50,100,"2016年第２四半期","","私道を含む取引"
91,"宅地(土地)","住宅地","13202","東京都","立川市","曙町","立川","11",23000000,"700000","","110",210000,"ほぼ長方形","12.5","","","","","住宅","西","私道",1.8,"第１種中高層住居専用地域",60,200,"2016年第２四半期","",""
92,"宅地(土地と建物)","住宅地","13202","東京都","立川市","曙町","立川","11",46000000,"","","60",,"長方形","6.4","85","平成28年","木造","住宅","住宅","南東","市道",3.6,"第１種住居地域",60,200,"2016年第２四半期","","私道を含む取引"
93,"宅地(土地)","住宅地","13202","東京都","立川市","曙町","立川","14",34000000,"1400000","","80",420000,"長方形","7.6","","","","","その他","南東","市道",3.6,"第１種住居地域",60,200,"2016年第２四半期","","隣地の購入"
94,"中古マンション等","","13202","東京都","立川市","曙町","立川","10",49000000,"","３ＬＤＫ","70",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2016年第２四半期","未改装",""
95,"中古マンション等","","13202","東京都","立川市","曙町","立川","",54000000,"","２ＬＤＫ","55",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2016年第２四半期","",""
96,"中古マンション等","","13202","東京都","立川市","曙町","立川","",72000000,"","２ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,700,"2016年第２四半期","",""
97,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",64000000,"","３ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第２四半期","未改装",""
98,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",88000000,"","３ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第２四半期","未改装",""
99,"宅地(土地)","商業地","13202","東京都","立川市","曙町","立川","6",430000000,"3700000","","390",1100000,"不整形","24.0","","","","","","北東","市道",11.0,"商業地域",80,600,"2016年第１四半期","",""
100,"宅地(土地と建物)","住宅地","13202","東京都","立川市","曙町","立川","9",43000000,"","","65",,"長方形","5.0","90","平成28年","木造","住宅","住宅","南西","道路",2.5,"準工業地域",60,200,"2016年第１四半期","","私道を含む取引"
101,"宅地(土地と建物)","住宅地","13202","東京都","立川市","曙町","立川","9",44000000,"","","60",,"長方形","5.0","100","平成28年","木造","住宅","住宅","南西","市道",3.0,"準工業地域",60,200,"2016年第１四半期","",""
102,"宅地(土地)","住宅地","13202","東京都","立川市","曙町","立川","13",130000000,"1200000","","360",350000,"台形","15.3","","","","","住宅","北東","道路",6.5,"第１種住居地域",60,200,"2016年第１四半期","",""
103,"中古マンション等","","13202","東京都","立川市","曙町","立川","9",33000000,"","３ＬＤＫ","80",,"","","","平成13年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2016年第１四半期","",""
104,"中古マンション等","","13202","東京都","立川市","曙町","立川","6",5000000,"","１Ｒ","20",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2016年第１四半期","未改装",""
105,"中古マンション等","","13202","東京都","立川市","曙町","立川","9",33000000,"","３ＬＤＫ","60",,"","","","平成11年","ＳＲＣ","住宅","","","",,"商業地域",80,500,"2016年第１四半期","改装済",""
106,"中古マンション等","","13202","東京都","立川市","曙町","立川","7",5800000,"","１Ｋ","15",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第１四半期","改装済",""
107,"中古マンション等","","13202","東京都","立川市","曙町","立川","2",60000000,"","４ＬＤＫ","80",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第１四半期","改装済",""
108,"宅地(土地と建物)","住宅地","13202","東京都","立川市","曙町","西国立","15",34000000,"","","95",,"ほぼ正方形","8.6","70","平成30年","木造","住宅","住宅","北東","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","","私道を含む取引"
109,"中古マンション等","","13202","東京都","立川市","曙町","日野(東京)","10",7500000,"","２ＤＫ","30",,"","","","昭和49年","ＳＲＣ","","住宅","","",,"準工業地域",60,200,"2019年第１四半期","改装済",""
110,"宅地(土地と建物)","住宅地","13202","東京都","立川市","一番町","西武立川","16",33000000,"","","120",,"ほぼ正方形","9.8","95","平成30年","木造","住宅","住宅","西","市道",5.0,"第１種低層住居専用地域",40,80,"2019年第１四半期","",""
111,"宅地(土地)","住宅地","13202","東京都","立川市","一番町","西武立川","21",21000000,"590000","","115",180000,"正方形","10.6","","","","","住宅","北","市道",5.0,"第１種低層住居専用地域",40,80,"2019年第１四半期","",""
112,"宅地(土地と建物)","住宅地","13202","東京都","立川市","一番町","西武立川","20",34000000,"","","100",,"不整形","4.4","95","平成30年","木造","住宅","住宅","南東","道路",5.0,"準工業地域",60,200,"2018年第４四半期","",""
113,"宅地(土地と建物)","住宅地","13202","東京都","立川市","一番町","西武立川","14",19000000,"","","100",,"台形","8.0","90","昭和54年","木造","住宅","住宅","北東","市道",6.5,"第１種中高層住居専用地域",60,200,"2018年第４四半期","",""
114,"宅地(土地)","住宅地","13202","東京都","立川市","一番町","西武立川","23",20000000,"540000","","120",160000,"ほぼ長方形","6.0","","","","","住宅","南東","道路",5.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
115,"宅地(土地と建物)","住宅地","13202","東京都","立川市","一番町","西武立川","20",33000000,"","","100",,"不整形","4.3","100","平成31年","木造","住宅","住宅","南東","道路",5.0,"準工業地域",60,200,"2018年第４四半期","",""
116,"宅地(土地と建物)","住宅地","13202","東京都","立川市","一番町","西武立川","23",34000000,"","","125",,"不整形","","95","平成31年","木造","住宅","","南西","道路",5.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
117,"宅地(土地と建物)","住宅地","13202","東京都","立川市","一番町","西武立川","21",42000000,"","","120",,"長方形","12.0","90","平成30年","木造","住宅","住宅","西","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
118,"宅地(土地と建物)","住宅地","13202","東京都","立川市","一番町","西武立川","17",32000000,"","","110",,"ほぼ長方形","9.1","105","平成30年","木造","住宅","住宅","南","私道",5.0,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
119,"宅地(土地と建物)","住宅地","13202","東京都","立川市","一番町","西武立川","19",33000000,"","","110",,"ほぼ正方形","9.2","100","平成30年","木造","住宅","住宅","西","道路",5.0,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
120,"中古マンション等","","13202","東京都","立川市","一番町","西武立川","19",17000000,"","３ＬＤＫ","75",,"","","","昭和59年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第３四半期","改装済",""
121,"中古マンション等","","13202","東京都","立川市","一番町","西武立川","19",18000000,"","３ＬＤＫ","75",,"","","","昭和59年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第３四半期","改装済",""
122,"宅地(土地と建物)","住宅地","13202","東京都","立川市","一番町","西武立川","22",29000000,"","","135",,"長方形","8.2","105","平成30年","木造","住宅","住宅","北","道路",5.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
123,"宅地(土地と建物)","住宅地","13202","東京都","立川市","一番町","西武立川","8",33000000,"","","115",,"台形","8.9","90","平成30年","木造","住宅","住宅","南","道路",5.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
124,"宅地(土地)","住宅地","13202","東京都","立川市","一番町","西武立川","11",24000000,"660000","","120",200000,"長方形","9.7","","","","","住宅","西","道路",5.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
125,"宅地(土地)","住宅地","13202","東京都","立川市","一番町","西武立川","14",36000000,"560000","","210",170000,"長方形","16.0","","","","","住宅","南西","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
126,"中古マンション等","","13202","東京都","立川市","一番町","西武立川","19",7000000,"","３ＬＤＫ","75",,"","","","昭和59年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第２四半期","未改装",""
127,"中古マンション等","","13202","東京都","立川市","一番町","西武立川","14",14000000,"","３ＬＤＫ","65",,"","","","平成7年","ＳＲＣ、ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第２四半期","改装済",""
