"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
243,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","大久保(東京)","7",85000000,"","","75",,"長方形","7.0","125","昭和51年","ＲＣ、木造","住宅、駐車場","住宅","東","区道",2.6,"第１種住居地域",60,300,"2018年第２四半期","",""
244,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","9",65000000,"","","65",,"ほぼ長方形","4.5","105","平成8年","木造","住宅","住宅","西","区道",2.6,"第１種中高層住居専用地域",60,300,"2018年第４四半期","",""
245,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","10",120000000,"","","310",,"ほぼ長方形","10.5","330","昭和40年","木造","共同住宅、駐車場","店舗","東","私道",4.0,"第１種住居地域",60,300,"2018年第４四半期","","私道を含む取引"
246,"中古マンション等","","13104","東京都","新宿区","大久保","新大久保","4",35000000,"","１ＬＤＫ","35",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2018年第４四半期","未改装",""
247,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","8",7000000,"","","60",,"ほぼ長方形","","75","昭和25年","木造","共同住宅","その他","北","私道",1.6,"第１種住居地域",60,300,"2018年第３四半期","",""
248,"宅地(土地)","住宅地","13104","東京都","新宿区","大久保","新大久保","7",220000000,"2300000","","310",700000,"ほぼ台形","12.0","","","","","その他","東","私道",2.4,"第１種住居地域",60,300,"2018年第３四半期","",""
249,"中古マンション等","","13104","東京都","新宿区","大久保","新大久保","6",48000000,"","２ＬＤＫ","45",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2018年第３四半期","未改装",""
250,"宅地(土地)","住宅地","13104","東京都","新宿区","大久保","新大久保","8",54000000,"1600000","","110",480000,"ほぼ長方形","7.5","","","","","","西","私道",1.9,"第１種住居地域",60,300,"2018年第２四半期","",""
251,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","7",330000000,"","","240",,"ほぼ長方形","13.0","150","昭和44年","木造","共同住宅","住宅","西","区道",3.7,"第１種中高層住居専用地域",60,300,"2018年第２四半期","","私道を含む取引"
252,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","6",410000000,"","","370",,"不整形","","560","平成30年","鉄骨造","共同住宅","住宅","東","区道",3.5,"第１種中高層住居専用地域",60,300,"2018年第１四半期","",""
253,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","8",53000000,"","","125",,"ほぼ台形","","100","","木造","共同住宅","住宅","西","私道",2.4,"第１種中高層住居専用地域",60,300,"2018年第１四半期","",""
254,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","5",320000000,"","","270",,"ほぼ長方形","14.5","360","昭和46年","ＲＣ","共同住宅","その他","西","区道",3.3,"第１種住居地域",60,300,"2017年第４四半期","",""
255,"中古マンション等","","13104","東京都","新宿区","大久保","新大久保","9",13000000,"","１Ｋ","15",,"","","","平成2年","ＲＣ","住宅","その他","","",,"第１種中高層住居専用地域",60,300,"2017年第４四半期","未改装",""
256,"中古マンション等","","13104","東京都","新宿区","大久保","新大久保","4",33000000,"","１ＬＤＫ","35",,"","","","平成15年","ＲＣ","住宅","その他","","",,"第１種住居地域",60,300,"2017年第４四半期","未改装",""
257,"宅地(土地)","住宅地","13104","東京都","新宿区","大久保","新大久保","8",100000000,"2700000","","125",800000,"ほぼ台形","11.0","","","","","その他","東","区道",2.7,"第１種中高層住居専用地域",60,300,"2017年第３四半期","","私道を含む取引"
258,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","8",110000000,"","","135",,"ほぼ長方形","10.0","125","昭和53年","木造","共同住宅","その他","南","私道",4.0,"第１種中高層住居専用地域",60,300,"2017年第３四半期","","私道を含む取引"
259,"中古マンション等","","13104","東京都","新宿区","大久保","新大久保","4",43000000,"","２ＤＫ","45",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2017年第３四半期","未改装",""
260,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","7",410000000,"","","240",,"長方形","11.5","390","平成19年","ＲＣ","共同住宅","住宅","西","区道",3.3,"第１種住居地域",60,300,"2017年第２四半期","",""
261,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","7",110000000,"","","100",,"不整形","9.6","150","平成29年","木造","住宅","その他","西","区道",3.7,"第１種中高層住居専用地域",60,300,"2017年第２四半期","",""
262,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","8",120000000,"","","105",,"長方形","9.6","160","平成29年","木造","住宅","その他","西","区道",3.6,"第２種中高層住居専用地域",60,300,"2017年第２四半期","",""
263,"宅地(土地)","住宅地","13104","東京都","新宿区","大久保","新大久保","8",99000000,"2600000","","125",790000,"長方形","9.5","","","","","","西","区道",2.7,"第１種中高層住居専用地域",60,300,"2017年第２四半期","","私道を含む取引"
264,"中古マンション等","","13104","東京都","新宿区","大久保","新大久保","4",36000000,"","２ＤＫ","45",,"","","","平成15年","ＲＣ","住宅","その他","","",,"第１種住居地域",60,300,"2017年第２四半期","未改装",""
265,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","8",240000000,"","","185",,"ほぼ長方形","9.0","310","昭和64年","鉄骨造","共同住宅、事務所","","西","区道",7.2,"第１種住居地域",60,300,"2017年第１四半期","",""
266,"宅地(土地)","住宅地","13104","東京都","新宿区","大久保","新大久保","6",160000000,"1400000","","370",440000,"袋地等","","","","","","住宅","西","区道",2.7,"第１種中高層住居専用地域",60,300,"2017年第１四半期","",""
267,"中古マンション等","","13104","東京都","新宿区","大久保","新大久保","7",31000000,"","１ＬＤＫ","30",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2017年第１四半期","未改装",""
268,"中古マンション等","","13104","東京都","新宿区","大久保","新大久保","6",35000000,"","２ＬＤＫ","45",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2017年第１四半期","未改装",""
269,"中古マンション等","","13104","東京都","新宿区","大久保","新大久保","7",38000000,"","１ＬＤＫ","50",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2016年第４四半期","未改装",""
270,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","9",190000000,"","","175",,"ほぼ長方形","8.2","160","平成28年","木造","共同住宅","その他","東","区道",3.6,"第１種中高層住居専用地域",60,300,"2016年第３四半期","",""
271,"中古マンション等","","13104","東京都","新宿区","大久保","新大久保","7",7000000,"","","15",,"","","","","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2016年第３四半期","未改装",""
272,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","7",150000000,"","","450",,"ほぼ長方形","17.3","620","昭和48年","ＲＣ","共同住宅","その他","南","私道",4.0,"第１種住居地域",60,300,"2016年第２四半期","",""
273,"宅地(土地)","住宅地","13104","東京都","新宿区","大久保","新大久保","7",150000000,"1900000","","260",580000,"不整形","26.5","","","","","住宅","北西","区道",3.4,"第１種中高層住居専用地域",60,300,"2016年第１四半期","",""
274,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","新大久保","8",49000000,"","","70",,"不整形","5.9","100","平成10年","軽量鉄骨造","住宅","住宅","北","区道",5.1,"第１種中高層住居専用地域",60,300,"2016年第１四半期","",""
275,"中古マンション等","","13104","東京都","新宿区","大久保","新大久保","10",16000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,400,"2016年第１四半期","改装済",""
276,"中古マンション等","","13104","東京都","新宿区","大久保","高田馬場","10",15000000,"","１ＤＫ","30",,"","","","昭和53年","ＳＲＣ","住宅","店舗","","",,"商業地域",80,600,"2018年第２四半期","未改装",""
277,"中古マンション等","","13104","東京都","新宿区","大久保","高田馬場","10",30000000,"","２ＤＫ","40",,"","","","昭和53年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2017年第４四半期","改装済",""
278,"中古マンション等","","13104","東京都","新宿区","大久保","高田馬場","7",75000000,"","２ＬＤＫ","55",,"","","","平成26年","ＲＣ","","住宅","","",,"第１種住居地域",60,400,"2017年第４四半期","未改装",""
279,"中古マンション等","","13104","東京都","新宿区","大久保","高田馬場","10",28000000,"","２ＤＫ","40",,"","","","昭和53年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2017年第１四半期","未改装",""
280,"中古マンション等","","13104","東京都","新宿区","大久保","高田馬場","10",15000000,"","２Ｋ","30",,"","","","昭和53年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","未改装",""
281,"中古マンション等","","13104","東京都","新宿区","大久保","高田馬場","7",72000000,"","２ＬＤＫ","50",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,400,"2016年第３四半期","未改装",""
282,"中古マンション等","","13104","東京都","新宿区","大久保","高田馬場","6",57000000,"","１ＤＫ","40",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,500,"2016年第１四半期","未改装",""
283,"中古マンション等","","13104","東京都","新宿区","大久保","高田馬場","10",18000000,"","１ＤＫ","30",,"","","","昭和53年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第１四半期","未改装",""
284,"中古マンション等","","13104","東京都","新宿区","大久保","高田馬場","9",97000000,"","３ＬＤＫ","75",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,400,"2016年第１四半期","改装済",""
285,"中古マンション等","","13104","東京都","新宿区","大久保","西早稲田","4",23000000,"","１Ｋ","25",,"","","","平成13年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2018年第４四半期","未改装",""
286,"中古マンション等","","13104","東京都","新宿区","大久保","西早稲田","1",28000000,"","１Ｋ","25",,"","","","昭和53年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2018年第４四半期","改装済",""
287,"中古マンション等","","13104","東京都","新宿区","大久保","西早稲田","5",32000000,"","１ＬＤＫ","35",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,400,"2018年第４四半期","未改装",""
288,"中古マンション等","","13104","東京都","新宿区","大久保","西早稲田","5",14000000,"","１ＤＫ","25",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2018年第２四半期","未改装",""
289,"中古マンション等","","13104","東京都","新宿区","大久保","西早稲田","8",27000000,"","１ＤＫ","30",,"","","","昭和61年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2018年第２四半期","改装済",""
290,"中古マンション等","","13104","東京都","新宿区","大久保","西早稲田","5",16000000,"","１ＤＫ","25",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2018年第２四半期","未改装",""
291,"中古マンション等","","13104","東京都","新宿区","大久保","西早稲田","5",38000000,"","１ＬＤＫ","35",,"","","","平成20年","ＲＣ","","住宅","","",,"第１種住居地域",60,400,"2018年第２四半期","改装済",""
292,"中古マンション等","","13104","東京都","新宿区","大久保","西早稲田","1",25000000,"","２ＤＫ","30",,"","","","昭和53年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2017年第３四半期","改装済",""
293,"宅地(土地)","住宅地","13104","東京都","新宿区","大久保","西早稲田","7",230000000,"2900000","","260",860000,"ほぼ長方形","20.9","","","","","店舗","南","区道",5.4,"第１種住居地域",60,400,"2017年第２四半期","",""
294,"中古マンション等","","13104","東京都","新宿区","大久保","西早稲田","5",40000000,"","２ＬＤＫ","50",,"","","","昭和56年","ＳＲＣ","住宅","","","",,"第１種住居地域",60,400,"2017年第２四半期","改装済",""
295,"中古マンション等","","13104","東京都","新宿区","大久保","西早稲田","7",12000000,"","１Ｋ","15",,"","","","昭和61年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2017年第１四半期","未改装",""
296,"中古マンション等","","13104","東京都","新宿区","大久保","西早稲田","7",21000000,"","１Ｋ","25",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2016年第３四半期","未改装",""
297,"中古マンション等","","13104","東京都","新宿区","大久保","西早稲田","",25000000,"","１ＤＫ","30",,"","","","昭和53年","ＳＲＣ","住宅","住宅","","",,"第１種住居地域",60,400,"2016年第２四半期","未改装",""
298,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","東新宿","6",220000000,"","","150",,"不整形","","80","昭和53年","木造","住宅","住宅","東","区道",2.0,"第１種中高層住居専用地域",60,300,"2018年第４四半期","",""
299,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","6",40000000,"","３ＬＤＫ","65",,"","","","昭和54年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2018年第４四半期","未改装",""
300,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","4",26000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2018年第４四半期","未改装",""
301,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","1",26000000,"","１ＬＤＫ","45",,"","","","昭和53年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2018年第３四半期","改装済",""
302,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","6",21000000,"","２ＤＫ","35",,"","","","昭和54年","ＳＲＣ","","住宅","","",,"商業地域",80,600,"2018年第３四半期","未改装",""
303,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","1",34000000,"","１ＤＫ","35",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2018年第３四半期","",""
304,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","東新宿","2",50000000,"","","65",,"長方形","8.0","","","","","その他","南","区道",2.8,"商業地域",80,600,"2018年第２四半期","",""
305,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","5",26000000,"","１Ｋ","25",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2018年第２四半期","未改装",""
306,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","1",41000000,"","１ＤＫ","35",,"","","","平成26年","ＲＣ","住宅","その他","","",,"商業地域",80,600,"2018年第２四半期","",""
307,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","東新宿","2",140000000,"","","100",,"ほぼ長方形","7.6","130","昭和43年","鉄骨造","共同住宅","店舗","東","区道",2.7,"第１種住居地域",60,300,"2018年第１四半期","","私道を含む取引"
308,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","4",60000000,"","２ＬＤＫ","45",,"","","","平成21年","ＲＣ","","住宅","","",,"商業地域",80,600,"2018年第１四半期","未改装",""
309,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","4",180000000,"","オープンフロア","130",,"","","","平成21年","ＲＣ","","事務所","","",,"商業地域",80,600,"2018年第１四半期","未改装",""
310,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","4",25000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2018年第１四半期","未改装",""
311,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","4",23000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2018年第１四半期","未改装",""
312,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","5",24000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2017年第４四半期","未改装",""
313,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","1",15000000,"","１Ｋ","20",,"","","","平成16年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2017年第４四半期","",""
314,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","5",25000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","","住宅","","",,"第１種住居地域",60,300,"2017年第４四半期","未改装",""
315,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","6",42000000,"","２ＬＤＫ","55",,"","","","平成14年","ＳＲＣ","住宅","","","",,"商業地域",80,600,"2017年第４四半期","未改装",""
316,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","2",14000000,"","１Ｒ","30",,"","","","昭和54年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2017年第４四半期","未改装",""
317,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","東新宿","6",80000000,"","","60",,"ほぼ長方形","3.8","110","平成9年","木造","住宅、店舗","","南","区道",4.0,"第１種住居地域",60,300,"2017年第３四半期","",""
318,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","1",28000000,"","１Ｒ","30",,"","","","平成12年","ＳＲＣ","住宅","","","",,"商業地域",80,600,"2017年第３四半期","未改装",""
319,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","4",27000000,"","１Ｋ","25",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,500,"2017年第３四半期","未改装",""
320,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","6",30000000,"","２ＤＫ","35",,"","","","昭和54年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2017年第３四半期","改装済",""
321,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","6",30000000,"","２ＤＫ","35",,"","","","昭和54年","ＳＲＣ","","住宅","","",,"商業地域",80,600,"2017年第３四半期","改装済",""
322,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","4",19000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2017年第２四半期","改装済",""
323,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","東新宿","6",170000000,"","","220",,"ほぼ長方形","15.5","350","昭和48年","ＲＣ","共同住宅","その他","西","区道",2.7,"第１種住居地域",60,300,"2017年第１四半期","","私道を含む取引"
324,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","5",22000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2017年第１四半期","",""
325,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","8",19000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2017年第１四半期","未改装",""
326,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","5",13000000,"","２ＤＫ","30",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2016年第４四半期","未改装","調停・競売等"
327,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","1",22000000,"","１Ｋ","30",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第４四半期","",""
328,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","1",28000000,"","１Ｋ","20",,"","","","平成16年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第４四半期","未改装",""
329,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","東新宿","6",78000000,"","","75",,"ほぼ整形","3.5","110","平成18年","木造","住宅","住宅","南","私道",4.0,"第１種住居地域",60,300,"2016年第３四半期","",""
330,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","東新宿","5",210000000,"","","210",,"不整形","2.9","320","平成28年","木造","共同住宅","住宅","西","区道",3.7,"第１種住居地域",60,300,"2016年第３四半期","",""
331,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","大久保","東新宿","3",140000000,"","","90",,"ほぼ正方形","10.0","165","昭和61年","ＲＣ","共同住宅、駐車場","住宅","東","区道",3.3,"第１種住居地域",60,300,"2016年第３四半期","",""
332,"宅地(土地と建物)","商業地","13104","東京都","新宿区","大久保","東新宿","3",370000000,"","","115",,"不整形","5.5","450","昭和55年","鉄骨造","住宅、倉庫、店舗、その他","","北","都道",16.0,"商業地域",80,500,"2016年第３四半期","",""
333,"宅地(土地)","住宅地","13104","東京都","新宿区","大久保","東新宿","3",150000000,"2500000","","200",750000,"ほぼ長方形","9.0","","","","","住宅","西","区道",3.6,"第１種住居地域",60,300,"2016年第３四半期","",""
334,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","1",18000000,"","１Ｋ","20",,"","","","平成16年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","未改装",""
335,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","1",19000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","未改装",""
336,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","5",13000000,"","２ＤＫ","30",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2016年第３四半期","未改装","調停・競売等"
337,"宅地(土地と建物)","商業地","13104","東京都","新宿区","大久保","東新宿","6",410000000,"","","250",,"不整形","7.8","250","平成20年","鉄骨造","事務所、店舗","店舗","東","私道",2.9,"第１種住居地域",60,300,"2016年第２四半期","",""
338,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","5",25000000,"","２ＬＤＫ","50",,"","","","昭和51年","ＳＲＣ","住宅","事務所","","",,"商業地域",80,600,"2016年第２四半期","改装済",""
339,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","",17000000,"","１Ｋ","20",,"","","","平成14年","ＳＲＣ","住宅","","","",,"商業地域",80,600,"2016年第２四半期","未改装",""
340,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","5",19000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2016年第２四半期","未改装",""
341,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","4",21000000,"","２ＤＫ","50",,"","","","昭和51年","ＳＲＣ","住宅","その他","","",,"商業地域",80,600,"2016年第１四半期","未改装",""
342,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","1",18000000,"","１Ｋ","20",,"","","","平成16年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第１四半期","未改装",""
343,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","2",29000000,"","１ＬＤＫ","35",,"","","","平成12年","ＳＲＣ","住宅","","","",,"商業地域",80,600,"2016年第１四半期","",""
344,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","1",18000000,"","１Ｋ","20",,"","","","平成16年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第１四半期","未改装",""
345,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","5",22000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2016年第１四半期","未改装",""
346,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","2",46000000,"","２ＤＫ","55",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第１四半期","改装済",""
347,"中古マンション等","","13104","東京都","新宿区","大久保","東新宿","5",22000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2016年第１四半期","未改装",""
348,"中古マンション等","","13104","東京都","新宿区","改代町","江戸川橋","4",27000000,"","１Ｋ","25",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"準工業地域",60,300,"2018年第４四半期","",""
349,"中古マンション等","","13104","東京都","新宿区","改代町","江戸川橋","4",25000000,"","１Ｋ","25",,"","","","平成23年","ＲＣ","住宅","","","",,"準工業地域",60,300,"2018年第３四半期","未改装",""
350,"中古マンション等","","13104","東京都","新宿区","改代町","江戸川橋","3",25000000,"","１Ｋ","25",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"準工業地域",60,300,"2018年第１四半期","未改装",""
351,"中古マンション等","","13104","東京都","新宿区","改代町","江戸川橋","3",32000000,"","１ＬＤＫ","30",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"準工業地域",60,300,"2017年第４四半期","未改装",""
352,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","改代町","江戸川橋","3",150000000,"","","150",,"正方形","11.0","340","昭和54年","鉄骨造","住宅、事務所、店舗","住宅","北","区道",5.3,"準工業地域",60,300,"2017年第３四半期","",""
353,"中古マンション等","","13104","東京都","新宿区","改代町","江戸川橋","4",62000000,"","","65",,"","","","平成25年","ＲＣ","住宅","","","",,"準工業地域",60,300,"2017年第３四半期","",""
354,"中古マンション等","","13104","東京都","新宿区","改代町","江戸川橋","3",29000000,"","１Ｋ","25",,"","","","平成23年","ＲＣ","住宅","その他","","",,"準工業地域",60,300,"2017年第３四半期","未改装",""
355,"中古マンション等","","13104","東京都","新宿区","改代町","江戸川橋","4",25000000,"","１Ｋ","25",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"準工業地域",60,300,"2017年第３四半期","未改装",""
356,"中古マンション等","","13104","東京都","新宿区","改代町","江戸川橋","3",24000000,"","１Ｋ","25",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"準工業地域",60,300,"2017年第２四半期","未改装",""
357,"中古マンション等","","13104","東京都","新宿区","改代町","江戸川橋","3",24000000,"","１ＬＤＫ","25",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"準工業地域",60,300,"2016年第２四半期","未改装",""
358,"宅地(土地と建物)","商業地","13104","東京都","新宿区","神楽坂","飯田橋","2",350000000,"","","85",,"ほぼ長方形","6.0","250","昭和56年","鉄骨造","住宅、店舗","店舗","北西","区道",9.0,"商業地域",80,600,"2018年第１四半期","",""
359,"宅地(土地と建物)","商業地","13104","東京都","新宿区","神楽坂","飯田橋","2",130000000,"","","80",,"台形","7.0","115","昭和37年","木造","住宅","店舗","南","区道",3.0,"商業地域",,,"2018年第１四半期","",""
360,"宅地(土地と建物)","商業地","13104","東京都","新宿区","神楽坂","飯田橋","5",200000000,"","","70",,"ほぼ長方形","6.3","145","平成29年","鉄骨造","","店舗","北東","区道",9.0,"商業地域",80,500,"2016年第４四半期","",""
361,"中古マンション等","","13104","東京都","新宿区","神楽坂","飯田橋","1",33000000,"","１ＬＤＫ","35",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2016年第２四半期","未改装",""
362,"中古マンション等","","13104","東京都","新宿区","神楽坂","飯田橋","3",18000000,"","１Ｋ","25",,"","","","昭和59年","ＳＲＣ","住宅","事務所","","",,"商業地域",80,500,"2016年第１四半期","未改装",""
363,"宅地(土地と建物)","商業地","13104","東京都","新宿区","神楽坂","牛込神楽坂","3",1300000000,"","","330",,"不整形","","1700","平成6年","ＳＲＣ","住宅、事務所、駐車場","事務所","北東","都道",11.2,"商業地域",80,500,"2018年第３四半期","",""
364,"宅地(土地と建物)","商業地","13104","東京都","新宿区","神楽坂","牛込神楽坂","3",200000000,"","","90",,"ほぼ整形","8.0","165","平成26年","ＲＣ","店舗","店舗","南","私道",2.8,"商業地域",80,500,"2017年第４四半期","","私道を含む取引"
365,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","神楽坂","神楽坂","2",92000000,"","","160",,"ほぼ正方形","","120","平成5年","木造","共同住宅","店舗","西","私道",3.8,"第１種中高層住居専用地域",60,300,"2018年第４四半期","","私道を含む取引"
