"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
12,"宅地(土地)","住宅地","13104","東京都","新宿区","赤城下町","神楽坂","4",61000000,"3500000","","55",1100000,"ほぼ長方形","5.5","","","","","住宅","東","区道",2.7,"第２種住居地域",60,300,"2018年第２四半期","","私道を含む取引"
13,"中古マンション等","","13104","東京都","新宿区","赤城下町","神楽坂","6",31000000,"","１ＬＤＫ","45",,"","","","平成7年","ＲＣ","住宅","住宅","","",,"準工業地域",60,300,"2018年第１四半期","未改装",""
14,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","赤城下町","神楽坂","5",78000000,"","","60",,"ほぼ長方形","3.5","","平成28年","木造","住宅","住宅","北","私道",4.0,"準工業地域",60,300,"2016年第４四半期","","私道を含む取引"
15,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","赤城下町","神楽坂","6",71000000,"","","85",,"不整形","2.0","95","平成28年","木造","住宅","住宅","北","私道",3.0,"第２種住居地域",60,300,"2016年第２四半期","","私道を含む取引"
16,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","赤城下町","神楽坂","7",63000000,"","","50",,"ほぼ長方形","4.8","75","平成28年","","住宅","住宅","北","私道",3.2,"第２種住居地域",60,300,"2016年第１四半期","",""
17,"中古マンション等","","13104","東京都","新宿区","荒木町","曙橋","2",25000000,"","１Ｋ","20",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2018年第４四半期","",""
18,"中古マンション等","","13104","東京都","新宿区","荒木町","曙橋","1",130000000,"","２ＬＤＫ","120",,"","","","平成14年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2018年第４四半期","改装済",""
19,"中古マンション等","","13104","東京都","新宿区","荒木町","曙橋","2",54000000,"","１ＬＤＫ","60",,"","","","平成9年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2018年第３四半期","改装済",""
20,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","荒木町","曙橋","3",280000000,"","","280",,"不整形","13.8","430","平成4年","ＲＣ","事務所","","北","区道",4.0,"第１種住居地域",60,400,"2018年第１四半期","",""
21,"中古マンション等","","13104","東京都","新宿区","荒木町","曙橋","2",24000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2017年第４四半期","未改装",""
22,"中古マンション等","","13104","東京都","新宿区","荒木町","曙橋","3",25000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2017年第２四半期","未改装",""
23,"中古マンション等","","13104","東京都","新宿区","荒木町","曙橋","2",24000000,"","１ＬＤＫ","35",,"","","","昭和54年","ＳＲＣ","住宅","","","",,"近隣商業地域",80,400,"2017年第１四半期","未改装",""
24,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","荒木町","曙橋","3",190000000,"","","150",,"ほぼ台形","15.0","80","昭和55年","鉄骨造","住宅","住宅","南東","区道",15.3,"第１種住居地域",60,400,"2016年第３四半期","",""
25,"中古マンション等","","13104","東京都","新宿区","荒木町","曙橋","3",22000000,"","１Ｋ","20",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第３四半期","未改装",""
26,"中古マンション等","","13104","東京都","新宿区","荒木町","曙橋","3",33000000,"","１Ｋ","35",,"","","","平成9年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第２四半期","改装済",""
27,"中古マンション等","","13104","東京都","新宿区","荒木町","曙橋","2",25000000,"","２ＤＫ","35",,"","","","昭和54年","ＳＲＣ","住宅","","","",,"近隣商業地域",80,400,"2016年第１四半期","未改装",""
28,"宅地(土地と建物)","商業地","13104","東京都","新宿区","荒木町","四谷三丁目","4",120000000,"","","140",,"ほぼ正方形","11.0","300","昭和61年","ＲＣ","共同住宅","住宅","西","区道",3.5,"商業地域",80,400,"2018年第４四半期","","私道を含む取引"
29,"宅地(土地と建物)","商業地","13104","東京都","新宿区","荒木町","四谷三丁目","4",240000000,"","","155",,"ほぼ台形","15.6","320","昭和62年","ＲＣ","事務所、店舗","店舗","南東","私道",1.8,"商業地域",80,400,"2018年第４四半期","","私道を含む取引"
30,"宅地(土地と建物)","商業地","13104","東京都","新宿区","荒木町","四谷三丁目","4",170000000,"","","140",,"ほぼ正方形","12.0","300","昭和61年","ＲＣ","共同住宅、駐車場","その他","西","区道",3.6,"商業地域",80,400,"2018年第４四半期","",""
31,"中古マンション等","","13104","東京都","新宿区","荒木町","四谷三丁目","6",25000000,"","１Ｋ","20",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2018年第４四半期","未改装",""
32,"宅地(土地)","住宅地","13104","東京都","新宿区","荒木町","四谷三丁目","4",55000000,"1800000","","105",540000,"ほぼ長方形","6.0","","","","","住宅","西","私道",4.0,"商業地域",80,400,"2018年第３四半期","","私道を含む取引"
33,"中古マンション等","","13104","東京都","新宿区","荒木町","四谷三丁目","4",55000000,"","２ＬＤＫ","50",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第３四半期","未改装",""
34,"宅地(土地と建物)","商業地","13104","東京都","新宿区","荒木町","四谷三丁目","3",78000000,"","","125",,"ほぼ長方形","13.5","130","昭和39年","木造","店舗","店舗","南","私道",3.0,"商業地域",80,400,"2018年第２四半期","","私道を含む取引"
35,"宅地(土地と建物)","商業地","13104","東京都","新宿区","荒木町","四谷三丁目","6",1300000000,"","","320",,"ほぼ長方形","16.0","1400","昭和63年","ＳＲＣ","住宅、事務所","事務所","南東","区道",14.5,"商業地域",80,400,"2017年第２四半期","",""
36,"中古マンション等","","13104","東京都","新宿区","荒木町","四谷三丁目","6",32000000,"","１ＤＫ","30",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2017年第１四半期","改装済",""
37,"中古マンション等","","13104","東京都","新宿区","荒木町","四谷三丁目","6",22000000,"","１Ｋ","20",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2016年第４四半期","未改装",""
38,"中古マンション等","","13104","東京都","新宿区","荒木町","四谷三丁目","8",50000000,"","１ＬＤＫ","40",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,400,"2016年第４四半期","未改装",""
39,"中古マンション等","","13104","東京都","新宿区","荒木町","四谷三丁目","4",27000000,"","１Ｋ","25",,"","","","平成24年","ＲＣ","住宅","","","",,"商業地域",80,400,"2016年第３四半期","未改装",""
40,"中古マンション等","","13104","東京都","新宿区","荒木町","四谷三丁目","6",30000000,"","１ＤＫ","30",,"","","","平成9年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第３四半期","未改装",""
41,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","荒木町","四谷三丁目","5",80000000,"","","80",,"不整形","","85","平成27年","木造","住宅","住宅","北","私道",4.0,"第１種住居地域",60,400,"2016年第２四半期","","私道を含む取引"
42,"中古マンション等","","13104","東京都","新宿区","荒木町","四谷三丁目","6",20000000,"","１Ｋ","20",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2016年第２四半期","未改装",""
43,"中古マンション等","","13104","東京都","新宿区","荒木町","四谷三丁目","3",26000000,"","１Ｋ","25",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2016年第１四半期","",""
44,"中古マンション等","","13104","東京都","新宿区","荒木町","四谷三丁目","5",18000000,"","１Ｋ","20",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"商業地域",80,400,"2016年第１四半期","未改装",""
45,"中古マンション等","","13104","東京都","新宿区","市谷加賀町","牛込柳町","4",130000000,"","４ＬＤＫ","120",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2018年第４四半期","改装済",""
46,"中古マンション等","","13104","東京都","新宿区","市谷加賀町","牛込柳町","4",100000000,"","３ＬＤＫ","90",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2018年第４四半期","未改装",""
47,"中古マンション等","","13104","東京都","新宿区","市谷加賀町","牛込柳町","6",130000000,"","３ＬＤＫ","100",,"","","","平成21年","","","住宅","","",,"第１種中高層住居専用地域",60,300,"2018年第４四半期","未改装",""
48,"中古マンション等","","13104","東京都","新宿区","市谷加賀町","牛込柳町","3",100000000,"","３ＬＤＫ","80",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2018年第１四半期","未改装",""
49,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","市谷加賀町","牛込柳町","8",230000000,"","","175",,"ほぼ長方形","10.8","370","平成5年","ＲＣ","共同住宅、事務所","その他","北","区道",7.0,"第１種住居地域",60,300,"2017年第４四半期","",""
50,"中古マンション等","","13104","東京都","新宿区","市谷加賀町","牛込柳町","7",130000000,"","４ＬＤＫ","60",,"","","","平成5年","ＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"2017年第３四半期","未改装",""
51,"中古マンション等","","13104","東京都","新宿区","市谷加賀町","牛込柳町","6",73000000,"","２ＬＤＫ","70",,"","","","平成24年","ＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,300,"2017年第２四半期","未改装",""
52,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","市谷加賀町","牛込柳町","6",630000000,"","","720",,"ほぼ長方形","21.0","140","","","","住宅","西","区道",4.9,"第１種中高層住居専用地域",60,300,"2017年第１四半期","",""
53,"中古マンション等","","13104","東京都","新宿区","市谷加賀町","牛込柳町","4",110000000,"","３ＬＤＫ","90",,"","","","","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2016年第４四半期","未改装",""
54,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","市谷加賀町","牛込柳町","7",60000000,"","","45",,"ほぼ長方形","4.6","70","平成28年","木造","住宅","住宅","南","私道",2.5,"第１種住居地域",60,500,"2016年第３四半期","",""
55,"中古マンション等","","13104","東京都","新宿区","市谷加賀町","牛込柳町","6",110000000,"","３ＬＤＫ","85",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2016年第２四半期","未改装",""
56,"中古マンション等","","13104","東京都","新宿区","市谷加賀町","牛込柳町","6",37000000,"","１ＬＤＫ","40",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2016年第２四半期","未改装",""
57,"宅地(土地)","商業地","13104","東京都","新宿区","市谷甲良町","牛込柳町","4",120000000,"2600000","","155",770000,"長方形","","","","","","その他","北","区道",16.3,"商業地域",80,500,"2018年第２四半期","",""
58,"宅地(土地)","住宅地","13104","東京都","新宿区","市谷甲良町","牛込柳町","4",190000000,"4200000","","150",1300000,"長方形","9.1","","","","","住宅","北","都道",16.4,"商業地域",80,500,"2018年第２四半期","",""
59,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","市谷甲良町","牛込柳町","3",67000000,"","","50",,"ほぼ長方形","","130","平成13年","鉄骨造","","事務所","北","都道",16.3,"商業地域",80,500,"2018年第２四半期","",""
60,"中古マンション等","","13104","東京都","新宿区","市谷甲良町","牛込柳町","3",67000000,"","２ＬＤＫ","65",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第２四半期","未改装",""
61,"中古マンション等","","13104","東京都","新宿区","市谷甲良町","牛込柳町","3",81000000,"","２ＬＤＫ","75",,"","","","平成15年","ＲＣ","","住宅","","",,"商業地域",80,500,"2017年第４四半期","改装済",""
62,"中古マンション等","","13104","東京都","新宿区","市谷甲良町","牛込柳町","5",100000000,"","２ＬＤＫ","70",,"","","","平成29年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2017年第３四半期","改装済",""
63,"中古マンション等","","13104","東京都","新宿区","市谷甲良町","牛込柳町","4",68000000,"","２ＬＤＫ","65",,"","","","平成15年","ＲＣ","住宅","その他","","",,"商業地域",80,500,"2017年第２四半期","未改装",""
64,"中古マンション等","","13104","東京都","新宿区","市谷甲良町","牛込柳町","5",77000000,"","２ＬＤＫ","55",,"","","","平成29年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2017年第２四半期","未改装",""
65,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","市谷甲良町","牛込柳町","4",220000000,"","","230",,"ほぼ長方形","11.0","420","平成2年","ＲＣ","共同住宅","住宅","北","区道",4.8,"第１種中高層住居専用地域",60,300,"2017年第１四半期","",""
66,"中古マンション等","","13104","東京都","新宿区","市谷甲良町","牛込柳町","3",66000000,"","２ＬＤＫ","65",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2016年第３四半期","改装済",""
67,"中古マンション等","","13104","東京都","新宿区","市谷砂土原町","飯田橋","8",100000000,"","４ＬＤＫ","105",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2016年第１四半期","未改装",""
68,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","市谷砂土原町","市ケ谷","6",83000000,"","","70",,"長方形","4.3","105","昭和46年","ＲＣ","住宅、事務所","事務所","北西","区道",6.0,"第１種住居地域",60,300,"2017年第４四半期","",""
69,"宅地(土地と建物)","商業地","13104","東京都","新宿区","市谷砂土原町","市ケ谷","4",930000000,"","","330",,"長方形","13.7","1200","平成9年","ＲＣ","共同住宅、事務所、店舗","事務所","南西","区道",11.4,"近隣商業地域",80,400,"2017年第３四半期","",""
70,"中古マンション等","","13104","東京都","新宿区","市谷砂土原町","市ケ谷","8",61000000,"","２ＬＤＫ","55",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2017年第３四半期","未改装",""
71,"中古マンション等","","13104","東京都","新宿区","市谷砂土原町","市ケ谷","11",12000000,"","１Ｋ","15",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2016年第４四半期","",""
72,"中古マンション等","","13104","東京都","新宿区","市谷砂土原町","市ケ谷","7",140000000,"","３ＬＤＫ","115",,"","","","平成14年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2016年第４四半期","未改装",""
73,"中古マンション等","","13104","東京都","新宿区","市谷砂土原町","市ケ谷","3",23000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第３四半期","未改装",""
74,"中古マンション等","","13104","東京都","新宿区","市谷砂土原町","市ケ谷","3",22000000,"","１Ｋ","20",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第２四半期","未改装",""
75,"中古マンション等","","13104","東京都","新宿区","市谷砂土原町","市ケ谷","8",94000000,"","２ＬＤＫ","100",,"","","","昭和62年","ＲＣ","住宅","","","",,"第２種中高層住居専用地域",60,300,"2016年第２四半期","改装済",""
76,"宅地(土地)","住宅地","13104","東京都","新宿区","市谷左内町","市ケ谷","3",320000000,"4300000","","250",1300000,"ほぼ長方形","","","","","","","北西","私道",4.0,"第１種住居地域",60,300,"2018年第４四半期","",""
77,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","市谷左内町","市ケ谷","4",360000000,"","","290",,"台形","8.5","770","昭和38年","ＲＣ","共同住宅","その他","南西","区道",6.0,"第１種住居地域",60,300,"2017年第２四半期","",""
78,"中古マンション等","","13104","東京都","新宿区","市谷左内町","市ケ谷","6",170000000,"","３ＬＤＫ","175",,"","","","平成2年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2017年第１四半期","改装済",""
79,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","市谷左内町","市ケ谷","4",250000000,"","","390",,"ほぼ台形","25.0","145","昭和46年","ＲＣ","住宅","住宅","南東","私道",4.0,"第１種住居地域",60,300,"2016年第４四半期","",""
80,"中古マンション等","","13104","東京都","新宿区","市谷台町","曙橋","3",18000000,"","１Ｋ","20",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2018年第３四半期","未改装",""
81,"中古マンション等","","13104","東京都","新宿区","市谷台町","曙橋","3",21000000,"","１ＤＫ","20",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2018年第２四半期","未改装",""
82,"中古マンション等","","13104","東京都","新宿区","市谷台町","曙橋","4",21000000,"","１ＬＤＫ","15",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,300,"2018年第１四半期","改装済",""
83,"中古マンション等","","13104","東京都","新宿区","市谷台町","曙橋","3",20000000,"","１Ｋ","20",,"","","","平成13年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,300,"2018年第１四半期","改装済",""
84,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","市谷台町","曙橋","6",740000000,"","","350",,"台形","40.4","810","平成26年","ＲＣ","共同住宅","住宅","北西","区道",8.4,"第１種住居地域",60,300,"2017年第４四半期","",""
85,"中古マンション等","","13104","東京都","新宿区","市谷台町","曙橋","6",27000000,"","１Ｒ","30",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2017年第３四半期","未改装",""
86,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","市谷台町","曙橋","3",240000000,"","","530",,"不整形","","340","昭和48年","ＲＣ","共同住宅","住宅","南東","私道",3.5,"第１種住居地域",60,300,"2017年第２四半期","",""
87,"中古マンション等","","13104","東京都","新宿区","市谷台町","曙橋","3",18000000,"","１Ｋ","15",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第４四半期","未改装",""
88,"中古マンション等","","13104","東京都","新宿区","市谷台町","曙橋","3",15000000,"","１Ｋ","20",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第１四半期","改装済",""
89,"中古マンション等","","13104","東京都","新宿区","市谷台町","曙橋","3",17000000,"","１Ｋ","20",,"","","","平成11年","ＲＣ","住宅","","","",,"近隣商業地域",80,400,"2016年第１四半期","未改装",""
90,"中古マンション等","","13104","東京都","新宿区","市谷田町","市ケ谷","2",60000000,"","２ＬＤＫ","50",,"","","","平成17年","ＲＣ","","住宅","","",,"近隣商業地域",80,400,"2018年第４四半期","未改装",""
91,"宅地(土地と建物)","商業地","13104","東京都","新宿区","市谷田町","市ケ谷","8",1000000000,"","","190",,"不整形","8.8","700","昭和61年","鉄骨造","住宅、事務所","事務所","南東","都道",24.1,"商業地域",80,600,"2018年第３四半期","",""
92,"宅地(土地と建物)","商業地","13104","東京都","新宿区","市谷田町","市ケ谷","9",1300000000,"","","370",,"不整形","15.0","2000㎡以上","昭和39年","ＳＲＣ","住宅、工場、事務所、店舗","事務所","南東","都道",24.0,"商業地域",80,600,"2018年第３四半期","",""
93,"中古マンション等","","13104","東京都","新宿区","市谷田町","市ケ谷","2",75000000,"","２ＬＤＫ","60",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2018年第３四半期","未改装",""
94,"宅地(土地と建物)","商業地","13104","東京都","新宿区","市谷田町","市ケ谷","3",5500000000,"","","1800",,"不整形","40.0","2000㎡以上","昭和48年","ＳＲＣ","事務所、倉庫、駐車場","その他","南東","都道",23.0,"商業地域",80,600,"2018年第１四半期","",""
95,"宅地(土地)","住宅地","13104","東京都","新宿区","市谷田町","市ケ谷","4",82000000,"4500000","","60",1300000,"ほぼ長方形","6.5","","","","","住宅","北西","区道",3.7,"第１種住居地域",60,300,"2018年第１四半期","","私道を含む取引"
96,"宅地(土地)","商業地","13104","東京都","新宿区","市谷田町","市ケ谷","5",230000000,"6200000","","120",1900000,"ほぼ長方形","8.0","","","","","住宅","南東","都道",23.0,"商業地域",80,600,"2018年第１四半期","",""
97,"宅地(土地と建物)","住宅地","13104","東京都","新宿区","市谷田町","市ケ谷","8",56000000,"","","70",,"ほぼ長方形","7.2","65","昭和64年","軽量鉄骨造","事務所","住宅","南東","区道",4.7,"第１種住居地域",60,300,"2018年第１四半期","",""
98,"中古マンション等","","13104","東京都","新宿区","市谷田町","市ケ谷","5",62000000,"","３ＬＤＫ","70",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2018年第１四半期","未改装",""
99,"中古マンション等","","13104","東京都","新宿区","市谷田町","市ケ谷","2",45000000,"","１ＤＫ","40",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2017年第３四半期","未改装",""
100,"宅地(土地)","商業地","13104","東京都","新宿区","市谷田町","市ケ谷","2",150000000,"2100000","","230",650000,"袋地等","","","","","","店舗","南西","区道",11.0,"近隣商業地域",80,400,"2017年第２四半期","",""
101,"中古マンション等","","13104","東京都","新宿区","市谷田町","市ケ谷","10",59000000,"","２ＬＤＫ","65",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第４四半期","未改装",""
102,"中古マンション等","","13104","東京都","新宿区","市谷田町","市ケ谷","6",55000000,"","２ＬＤＫ","55",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第３四半期","未改装",""
103,"中古マンション等","","13104","東京都","新宿区","市谷田町","市ケ谷","10",60000000,"","２ＬＤＫ","65",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第２四半期","未改装",""
104,"中古マンション等","","13104","東京都","新宿区","市谷田町","市ケ谷","5",69000000,"","２ＬＤＫ","55",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第２四半期","",""
105,"中古マンション等","","13104","東京都","新宿区","市谷田町","市ケ谷","2",72000000,"","２ＬＤＫ","60",,"","","","平成24年","ＲＣ","住宅","住宅","","",,"商業地域",80,600,"2016年第２四半期","未改装",""
106,"中古マンション等","","13104","東京都","新宿区","市谷仲之町","曙橋","4",89000000,"","３ＬＤＫ","70",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,300,"2018年第４四半期","",""
107,"中古マンション等","","13104","東京都","新宿区","市谷仲之町","曙橋","4",23000000,"","１ＬＤＫ","15",,"","","","平成16年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第４四半期","",""
108,"中古マンション等","","13104","東京都","新宿区","市谷仲之町","曙橋","4",25000000,"","１Ｋ","20",,"","","","平成18年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2018年第３四半期","",""
109,"中古マンション等","","13104","東京都","新宿区","市谷仲之町","曙橋","5",23000000,"","１Ｋ","20",,"","","","平成16年","ＳＲＣ","住宅","その他","","",,"商業地域",80,500,"2018年第３四半期","未改装",""
110,"中古マンション等","","13104","東京都","新宿区","市谷仲之町","曙橋","4",24000000,"","","20",,"","","","平成16年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第３四半期","",""
111,"中古マンション等","","13104","東京都","新宿区","市谷仲之町","曙橋","4",24000000,"","","20",,"","","","平成16年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第３四半期","",""
112,"中古マンション等","","13104","東京都","新宿区","市谷仲之町","曙橋","4",70000000,"","３ＬＤＫ","70",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,300,"2018年第２四半期","未改装",""
113,"中古マンション等","","13104","東京都","新宿区","市谷仲之町","曙橋","5",24000000,"","１Ｒ","25",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,300,"2018年第２四半期","未改装",""
114,"中古マンション等","","13104","東京都","新宿区","市谷仲之町","曙橋","4",18000000,"","１Ｋ","20",,"","","","平成16年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第２四半期","",""
115,"中古マンション等","","13104","東京都","新宿区","市谷仲之町","曙橋","4",22000000,"","１Ｋ","15",,"","","","平成18年","ＳＲＣ","","住宅","","",,"商業地域",80,500,"2018年第１四半期","未改装",""
116,"中古マンション等","","13104","東京都","新宿区","市谷仲之町","曙橋","4",22000000,"","１Ｋ","20",,"","","","平成16年","ＳＲＣ","住宅","その他","","",,"商業地域",80,500,"2018年第１四半期","",""
117,"中古マンション等","","13104","東京都","新宿区","市谷仲之町","曙橋","4",21000000,"","３ＬＤＫ","20",,"","","","平成16年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第１四半期","",""
118,"中古マンション等","","13104","東京都","新宿区","市谷仲之町","曙橋","8",23000000,"","１Ｋ","25",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"第２種中高層住居専用地域",60,300,"2018年第１四半期","",""
