"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
11,"宅地(土地)","商業地","13114","東京都","中野区","新井","新井薬師前","6",280000000,"2800000","","330",860000,"長方形","13.5","","","","","その他","南東","区道",8.2,"近隣商業地域",80,300,"2017年第４四半期","",""
12,"宅地(土地と建物)","商業地","13114","東京都","中野区","新井","新井薬師前","4",26000000,"","","125",,"ほぼ長方形","9.5","240","昭和48年","鉄骨造","共同住宅","住宅","北西","区道",6.0,"近隣商業地域",80,300,"2017年第４四半期","","関係者間取引"
13,"中古マンション等","","13114","東京都","中野区","新井","新井薬師前","7",18000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2017年第４四半期","未改装",""
14,"宅地(土地と建物)","商業地","13114","東京都","中野区","新井","新井薬師前","4",150000000,"","","95",,"ほぼ長方形","6.8","260","平成20年","鉄骨造","共同住宅","その他","北","区道",6.0,"近隣商業地域",80,300,"2017年第３四半期","",""
15,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","新井薬師前","4",30000000,"","","55",,"ほぼ整形","","100","昭和37年","木造","住宅","住宅","南西","私道",1.9,"第１種中高層住居専用地域",60,200,"2017年第３四半期","",""
16,"中古マンション等","","13114","東京都","中野区","新井","新井薬師前","6",26000000,"","１ＬＤＫ","40",,"","","","昭和52年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2017年第３四半期","未改装",""
17,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","新井薬師前","5",190000000,"","","145",,"ほぼ長方形","9.9","470","平成3年","鉄骨造","共同住宅","住宅","南","区道",6.0,"近隣商業地域",80,400,"2017年第２四半期","",""
18,"中古マンション等","","13114","東京都","中野区","新井","新井薬師前","7",23000000,"","１Ｋ","25",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2017年第２四半期","未改装",""
19,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","新井薬師前","8",45000000,"","","55",,"ほぼ長方形","4.2","65","平成13年","木造","住宅","住宅","西","道路",3.0,"近隣商業地域",80,300,"2017年第１四半期","",""
20,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","新井薬師前","3",150000000,"","","145",,"不整形","3.5","195","平成29年","木造","共同住宅","住宅","東","私道",4.0,"第１種中高層住居専用地域",60,200,"2017年第１四半期","",""
21,"中古マンション等","","13114","東京都","中野区","新井","新井薬師前","5",8800000,"","１Ｋ","10",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2017年第１四半期","未改装",""
22,"中古マンション等","","13114","東京都","中野区","新井","新井薬師前","6",35000000,"","２ＬＤＫ","50",,"","","","昭和52年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第４四半期","未改装",""
23,"中古マンション等","","13114","東京都","中野区","新井","新井薬師前","4",48000000,"","３ＬＤＫ","55",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第４四半期","未改装",""
24,"中古マンション等","","13114","東京都","中野区","新井","新井薬師前","6",22000000,"","２ＤＫ","40",,"","","","昭和52年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第３四半期","未改装",""
25,"中古マンション等","","13114","東京都","中野区","新井","新井薬師前","4",45000000,"","２ＬＤＫ","50",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第３四半期","未改装",""
26,"宅地(土地と建物)","商業地","13114","東京都","中野区","新井","新井薬師前","8",230000000,"","","115",,"ほぼ長方形","9.8","270","平成28年","ＲＣ","共同住宅","住宅","西","区道",5.1,"近隣商業地域",80,300,"2016年第２四半期","",""
27,"中古マンション等","","13114","東京都","中野区","新井","新井薬師前","7",20000000,"","１Ｋ","20",,"","","","平成16年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第２四半期","未改装",""
28,"中古マンション等","","13114","東京都","中野区","新井","新井薬師前","5",43000000,"","２ＬＤＫ","55",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第２四半期","未改装",""
29,"中古マンション等","","13114","東京都","中野区","新井","新井薬師前","8",17000000,"","１Ｋ","20",,"","","","平成19年","ＲＣ","住宅","","","",,"近隣商業地域",80,400,"2016年第２四半期","",""
30,"中古マンション等","","13114","東京都","中野区","新井","新井薬師前","6",27000000,"","２ＬＤＫ","50",,"","","","昭和52年","ＲＣ","住宅","その他","","",,"近隣商業地域",80,400,"2016年第２四半期","未改装",""
31,"中古マンション等","","13114","東京都","中野区","新井","新井薬師前","6",31000000,"","１ＬＤＫ","40",,"","","","昭和52年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第１四半期","改装済",""
32,"宅地(土地)","商業地","13114","東京都","中野区","新井","中野(東京)","7",46000000,"2700000","","55",820000,"不整形","3.6","","","","","","西","区道",5.3,"商業地域",80,600,"2018年第４四半期","",""
33,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","9",18000000,"","１Ｋ","15",,"","","","平成4年","ＳＲＣ","","","","",,"近隣商業地域",80,400,"2018年第４四半期","",""
34,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","6",62000000,"","３ＬＤＫ","70",,"","","","平成11年","ＳＲＣ","","住宅","","",,"商業地域",80,600,"2018年第４四半期","改装済",""
35,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","10",7000000,"","１Ｋ","10",,"","","","昭和59年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2018年第４四半期","未改装",""
36,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","9",85000000,"","２ＬＤＫ","65",,"","","","平成23年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2018年第４四半期","未改装",""
37,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","8",16000000,"","２ＬＤＫ","40",,"","","","昭和43年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2018年第４四半期","未改装",""
38,"宅地(土地と建物)","商業地","13114","東京都","中野区","新井","中野(東京)","11",73000000,"","","90",,"不整形","4.5","260","平成4年","ＳＲＣ","住宅、事務所、倉庫、駐車場","住宅","東","区道",11.0,"近隣商業地域",80,300,"2018年第３四半期","",""
39,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","11",23000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2018年第３四半期","未改装",""
40,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","11",37000000,"","","35",,"","","","平成19年","ＲＣ","","","","",,"近隣商業地域",80,400,"2018年第３四半期","",""
41,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","11",85000000,"","３ＬＤＫ","70",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2018年第３四半期","未改装",""
42,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","9",65000000,"","２ＬＤＫ","60",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2018年第３四半期","未改装",""
43,"宅地(土地と建物)","商業地","13114","東京都","中野区","新井","中野(東京)","8",330000000,"","","230",,"ほぼ長方形","16.0","500","昭和60年","ＲＣ","事務所、店舗","店舗","西","都道",20.0,"近隣商業地域",80,400,"2018年第２四半期","",""
44,"宅地(土地)","住宅地","13114","東京都","中野区","新井","中野(東京)","10",89000000,"2600000","","115",770000,"長方形","6.0","","","","","","北東","区道",6.9,"近隣商業地域",80,300,"2018年第２四半期","",""
45,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","9",58000000,"","２ＬＤＫ","60",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2018年第２四半期","未改装",""
46,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","9",43000000,"","１ＬＤＫ","50",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2018年第２四半期","未改装",""
47,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","11",60000000,"","３ＬＤＫ","65",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第２四半期","改装済",""
48,"宅地(土地)","商業地","13114","東京都","中野区","新井","中野(東京)","6",300000000,"7400000","","135",2200000,"ほぼ長方形","5.4","","","","","その他","南","都道",15.0,"商業地域",80,600,"2018年第１四半期","",""
49,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","11",52000000,"","２ＬＤＫ","50",,"","","","平成25年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2018年第１四半期","未改装",""
50,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","9",52000000,"","１ＬＤＫ","45",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2018年第１四半期","改装済",""
51,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","11",19000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2018年第１四半期","改装済",""
52,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","9",75000000,"","３ＬＤＫ","65",,"","","","平成23年","ＲＣ","住宅","","","",,"第１種住居地域",60,200,"2018年第１四半期","未改装",""
53,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","8",14000000,"","１Ｋ","15",,"","","","平成3年","ＲＣ","住宅","事務所","","",,"近隣商業地域",80,300,"2017年第４四半期","未改装",""
54,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","6",56000000,"","３ＬＤＫ","70",,"","","","平成11年","ＳＲＣ","","住宅","","",,"商業地域",80,600,"2017年第４四半期","未改装",""
55,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","9",51000000,"","２ＤＫ","55",,"","","","平成22年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2017年第４四半期","未改装",""
56,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","13",7500000,"","１Ｋ","20",,"","","","昭和64年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第４四半期","未改装",""
57,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","中野(東京)","11",68000000,"","","160",,"長方形","13.0","150","昭和48年","木造","共同住宅","住宅","南","私道",4.0,"第１種住居地域",60,200,"2017年第３四半期","","私道を含む取引"
58,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","中野(東京)","10",270000000,"","","170",,"ほぼ正方形","13.0","310","平成2年","ＲＣ","共同住宅","住宅","北","区道",10.0,"第１種中高層住居専用地域",60,200,"2017年第３四半期","",""
59,"宅地(土地)","商業地","13114","東京都","中野区","新井","中野(東京)","8",29000000,"1900000","","50",570000,"ほぼ長方形","5.0","","","","","店舗","西","区道",4.5,"近隣商業地域",80,300,"2017年第３四半期","",""
60,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","11",17000000,"","１Ｋ","20",,"","","","平成19年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2017年第３四半期","未改装",""
61,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","8",22000000,"","２ＬＤＫ","40",,"","","","昭和43年","ＳＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第３四半期","未改装",""
62,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","7",49000000,"","２ＬＤＫ","65",,"","","","平成12年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,600,"2017年第３四半期","未改装",""
63,"宅地(土地)","住宅地","13114","東京都","中野区","新井","中野(東京)","14",50000000,"2500000","","65",760000,"ほぼ長方形","6.0","","","","","住宅","西","区道",4.0,"第１種中高層住居専用地域",60,200,"2017年第２四半期","",""
64,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","11",67000000,"","３ＬＤＫ","70",,"","","","平成9年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第２四半期","改装済",""
65,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","11",21000000,"","１Ｋ","20",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第２四半期","未改装",""
66,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","8",11000000,"","１Ｋ","15",,"","","","平成3年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第２四半期","未改装",""
67,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","中野(東京)","9",50000000,"","","70",,"ほぼ長方形","8.3","95","平成29年","木造","住宅","住宅","北","私道",3.6,"第１種住居地域",60,200,"2017年第１四半期","",""
68,"宅地(土地)","商業地","13114","東京都","中野区","新井","中野(東京)","8",54000000,"2600000","","70",800000,"ほぼ台形","6.5","","","","","住宅","東","区道",5.2,"近隣商業地域",80,300,"2017年第１四半期","",""
69,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","10",7500000,"","１Ｋ","10",,"","","","昭和59年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第１四半期","未改装",""
70,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","13",7000000,"","１Ｋ","20",,"","","","昭和64年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第１四半期","未改装",""
71,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","中野(東京)","8",35000000,"","","65",,"ほぼ長方形","4.9","75","昭和60年","木造","住宅、倉庫","事務所","北","区道",2.8,"第１種住居地域",60,200,"2016年第４四半期","",""
72,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","中野(東京)","9",85000000,"","","85",,"ほぼ長方形","6.5","65","平成28年","木造","住宅","","南","私道",4.0,"第１種住居地域",60,200,"2016年第４四半期","","私道を含む取引"
73,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","11",67000000,"","３ＬＤＫ","65",,"","","","平成9年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2016年第４四半期","未改装",""
74,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","10",7800000,"","１Ｋ","10",,"","","","昭和59年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2016年第４四半期","未改装",""
75,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","13",7900000,"","１Ｋ","20",,"","","","昭和64年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2016年第４四半期","未改装",""
76,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","9",32000000,"","１ＬＤＫ","45",,"","","","平成7年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2016年第４四半期","未改装",""
77,"宅地(土地)","住宅地","13114","東京都","中野区","新井","中野(東京)","10",33000000,"1400000","","80",420000,"不整形","","","","","","その他","北","私道",1.8,"第１種住居地域",60,200,"2016年第３四半期","",""
78,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","11",19000000,"","１Ｋ","25",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2016年第３四半期","",""
79,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","11",47000000,"","３ＬＤＫ","70",,"","","","昭和63年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2016年第３四半期","改装済",""
80,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","11",20000000,"","１Ｋ","20",,"","","","","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,400,"2016年第３四半期","",""
81,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","11",23000000,"","１Ｋ","25",,"","","","平成18年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2016年第３四半期","未改装",""
82,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","中野(東京)","11",110000000,"","","210",,"ほぼ台形","8.3","160","平成13年","木造","共同住宅","住宅","南","私道",4.0,"第１種住居地域",60,200,"2016年第２四半期","","私道を含む取引"
83,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","中野(東京)","11",220000000,"","","170",,"ほぼ長方形","11.3","330","平成22年","軽量鉄骨造","共同住宅","住宅","南","区道",10.0,"第１種中高層住居専用地域",60,200,"2016年第１四半期","",""
84,"宅地(土地)","住宅地","13114","東京都","中野区","新井","中野(東京)","10",50000000,"2000000","","85",600000,"長方形","6.7","","","","","住宅","南","私道",2.7,"第１種住居地域",60,200,"2016年第１四半期","",""
85,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","13",6900000,"","１Ｋ","15",,"","","","昭和61年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2016年第１四半期","",""
86,"中古マンション等","","13114","東京都","中野区","新井","中野(東京)","8",12000000,"","１Ｋ","15",,"","","","平成3年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2016年第１四半期","",""
87,"宅地(土地)","住宅地","13114","東京都","中野区","新井","沼袋","6",62000000,"2000000","","100",620000,"長方形","9.5","","","","","住宅","南西","区道",4.0,"第１種中高層住居専用地域",60,200,"2018年第４四半期","",""
88,"中古マンション等","","13114","東京都","中野区","新井","沼袋","13",52000000,"","３ＬＤＫ","70",,"","","","平成9年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2018年第４四半期","未改装",""
89,"宅地(土地)","住宅地","13114","東京都","中野区","新井","沼袋","7",98000000,"2800000","","115",850000,"ほぼ台形","9.0","","","","","住宅","東","区道",8.0,"第１種中高層住居専用地域",60,200,"2018年第３四半期","",""
90,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","沼袋","11",300000000,"","","320",,"台形","17.5","560","昭和64年","ＲＣ","共同住宅","住宅","南西","区道",5.4,"第１種住居地域",60,300,"2018年第２四半期","",""
91,"中古マンション等","","13114","東京都","中野区","新井","沼袋","3",39000000,"","３ＬＤＫ","60",,"","","","昭和59年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第２四半期","未改装",""
92,"中古マンション等","","13114","東京都","中野区","新井","沼袋","8",37000000,"","２ＬＤＫ","35",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,400,"2018年第２四半期","未改装",""
93,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","沼袋","10",85000000,"","","115",,"長方形","10.0","125","昭和49年","鉄骨造","住宅、事務所","その他","東","区道",9.1,"近隣商業地域",80,300,"2018年第１四半期","",""
94,"中古マンション等","","13114","東京都","中野区","新井","沼袋","7",53000000,"","３ＬＤＫ","65",,"","","","平成15年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
95,"中古マンション等","","13114","東京都","中野区","新井","沼袋","8",30000000,"","１Ｋ","35",,"","","","平成21年","ＲＣ","","","","",,"第１種中高層住居専用地域",60,400,"2018年第１四半期","",""
96,"中古マンション等","","13114","東京都","中野区","新井","沼袋","3",30000000,"","２ＤＫ","45",,"","","","昭和59年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第４四半期","未改装",""
97,"中古マンション等","","13114","東京都","中野区","新井","沼袋","9",9000000,"","１Ｋ","10",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第４四半期","未改装",""
98,"中古マンション等","","13114","東京都","中野区","新井","沼袋","8",55000000,"","３ＬＤＫ","60",,"","","","平成26年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第４四半期","未改装",""
99,"中古マンション等","","13114","東京都","中野区","新井","沼袋","4",55000000,"","３ＬＤＫ","65",,"","","","平成14年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第３四半期","改装済",""
100,"中古マンション等","","13114","東京都","中野区","新井","沼袋","5",26000000,"","１ＤＫ","40",,"","","","平成12年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,300,"2017年第１四半期","改装済",""
101,"中古マンション等","","13114","東京都","中野区","新井","沼袋","8",18000000,"","１Ｋ","20",,"","","","平成21年","ＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,400,"2017年第１四半期","未改装",""
102,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","沼袋","10",210000000,"","","135",,"ほぼ長方形","9.1","260","平成28年","鉄骨造","共同住宅","住宅","北西","区道",6.0,"第１種中高層住居専用地域",60,200,"2016年第４四半期","",""
103,"中古マンション等","","13114","東京都","中野区","新井","沼袋","8",21000000,"","１Ｋ","20",,"","","","平成21年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,400,"2016年第４四半期","未改装",""
104,"宅地(土地)","住宅地","13114","東京都","中野区","新井","沼袋","5",35000000,"1100000","","105",330000,"不整形","3.7","","","","","","東","区道",6.0,"第１種中高層住居専用地域",60,200,"2016年第３四半期","",""
105,"宅地(土地)","住宅地","13114","東京都","中野区","新井","沼袋","9",31000000,"1800000","","55",540000,"台形","5.9","","","","","その他","西","区道",6.0,"第１種住居地域",60,300,"2016年第３四半期","",""
106,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","沼袋","9",28000000,"","","40",,"ほぼ長方形","4.1","45","平成27年","木造","共同住宅","住宅","西","私道",2.5,"第１種中高層住居専用地域",60,200,"2016年第２四半期","",""
107,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","沼袋","10",61000000,"","","65",,"ほぼ長方形","5.3","90","平成28年","木造","住宅","住宅","北東","区道",3.3,"第１種中高層住居専用地域",60,200,"2016年第２四半期","",""
108,"宅地(土地)","住宅地","13114","東京都","中野区","新井","沼袋","7",37000000,"1800000","","70",530000,"ほぼ長方形","","","","","","住宅","西","区道",3.6,"第１種中高層住居専用地域",60,200,"2016年第２四半期","",""
109,"宅地(土地と建物)","住宅地","13114","東京都","中野区","新井","沼袋","6",42000000,"","","100",,"長方形","8.8","75","昭和54年","木造","住宅","住宅","南西","私道",4.0,"第１種中高層住居専用地域",60,200,"2016年第２四半期","",""
110,"宅地(土地)","住宅地","13114","東京都","中野区","新井","沼袋","10",12000000,"1000000","","40",310000,"ほぼ整形","22.4","","","","","その他","北西","区道",4.0,"第１種中高層住居専用地域",60,200,"2016年第１四半期","","私道を含む取引"
111,"宅地(土地)","住宅地","13114","東京都","中野区","新井","沼袋","6",59000000,"770000","","260",230000,"不整形","4.0","","","","","住宅","西","区道",6.0,"第１種中高層住居専用地域",60,200,"2016年第１四半期","",""
112,"宅地(土地)","住宅地","13114","東京都","中野区","新井","沼袋","6",78000000,"1000000","","260",300000,"不整形","4.0","","","","","住宅","西","区道",6.0,"第１種中高層住居専用地域",60,200,"2016年第１四半期","",""
113,"中古マンション等","","13114","東京都","中野区","新井","沼袋","9",9800000,"","","10",,"","","","昭和60年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2016年第１四半期","",""
114,"中古マンション等","","13114","東京都","中野区","新井","沼袋","6",54000000,"","３ＬＤＫ","70",,"","","","平成8年","ＲＣ","住宅","","","",,"第１種中高層住居専用地域",60,200,"2016年第１四半期","改装済",""
115,"中古マンション等","","13114","東京都","中野区","江古田","新井薬師前","13",33000000,"","２ＬＤＫ","55",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"近隣商業地域",80,300,"2017年第１四半期","未改装",""
116,"宅地(土地)","住宅地","13114","東京都","中野区","江古田","落合南長崎","12",110000000,"2100000","","170",640000,"ほぼ長方形","6.6","","","","","住宅","東","区道",7.2,"第１種低層住居専用地域",60,150,"2018年第４四半期","",""
117,"宅地(土地と建物)","住宅地","13114","東京都","中野区","江古田","落合南長崎","12",67000000,"","","130",,"ほぼ台形","8.0","2000㎡以上","平成29年","木造","住宅","住宅","北","区道",6.0,"第１種低層住居専用地域",60,150,"2018年第２四半期","",""
118,"宅地(土地)","住宅地","13114","東京都","中野区","江古田","落合南長崎","14",160000000,"1900000","","270",570000,"ほぼ長方形","15.0","","","","","その他","南西","区道",5.5,"第１種低層住居専用地域",60,150,"2017年第３四半期","",""
119,"宅地(土地と建物)","住宅地","13114","東京都","中野区","江古田","落合南長崎","12",68000000,"","","110",,"ほぼ長方形","7.4","100","平成28年","木造","住宅","住宅","北","区道",5.5,"第１種低層住居専用地域",60,150,"2016年第３四半期","",""
120,"宅地(土地と建物)","住宅地","13114","東京都","中野区","江古田","新江古田","14",45000000,"","","100",,"ほぼ長方形","2.8","90","平成11年","木造","住宅","","北","私道",4.0,"第１種低層住居専用地域",60,150,"2018年第３四半期","",""
121,"宅地(土地と建物)","住宅地","13114","東京都","中野区","江古田","新江古田","13",160000000,"","","550",,"ほぼ長方形","20.0","600","昭和45年","ＲＣ","共同住宅、事務所、倉庫","住宅","南東","区道",7.9,"第１種低層住居専用地域",60,150,"2018年第３四半期","",""
122,"宅地(土地)","住宅地","13114","東京都","中野区","江古田","新江古田","10",230000000,"2500000","","300",750000,"ほぼ長方形","16.0","","","","","その他","北西","区道",8.0,"第１種低層住居専用地域",60,150,"2018年第２四半期","",""
