"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
225,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","23",44000000,"","","120",,"台形","13.0","90","平成30年","木造","住宅","住宅","南西","市道",6.4,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
226,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","25",39000000,"","","110",,"袋地等","2.5","85","平成30年","木造","住宅","住宅","南東","私道",4.5,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
227,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","25",38000000,"","","105",,"袋地等","","80","平成31年","木造","住宅","住宅","北東","私道",4.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
228,"宅地(土地)","住宅地","13204","東京都","三鷹市","大沢","西調布","24",45000000,"1100000","","130",340000,"ほぼ長方形","9.0","","","","","住宅","南西","私道",5.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
229,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","23",49000000,"","","120",,"ほぼ台形","10.9","95","平成30年","木造","住宅","住宅","東","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
230,"宅地(土地)","住宅地","13204","東京都","三鷹市","大沢","西調布","24",41000000,"1000000","","130",320000,"ほぼ長方形","9.0","","","","","住宅","南西","私道",5.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
231,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","21",41000000,"","","110",,"ほぼ長方形","","85","平成30年","木造","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
232,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","24",47000000,"","","110",,"ほぼ長方形","","90","平成30年","木造","住宅","住宅","南東","私道",5.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
233,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","24",40000000,"","","100",,"不整形","2.2","80","平成30年","木造","住宅","住宅","南東","私道",4.5,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
234,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","25",42000000,"","","100",,"不整形","2.5","75","平成30年","木造","住宅","住宅","北東","私道",5.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
235,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","23",39000000,"","","105",,"袋地等","","80","平成30年","木造","住宅","住宅","北東","私道",4.5,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
236,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","21",41000000,"","","105",,"袋地等","","80","平成30年","木造","住宅","住宅","北東","私道",4.2,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
237,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","30分?60分",43000000,"","","100",,"不整形","","80","平成30年","木造","住宅","住宅","北","私道",5.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
238,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","25",45000000,"","","110",,"長方形","6.4","85","平成30年","木造","住宅","住宅","北西","私道",5.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
239,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","25",110000000,"","","150",,"ほぼ台形","12.0","240","平成30年","鉄骨造","共同住宅","住宅","西","都道",18.0,"第１種中高層住居専用地域",60,200,"2018年第２四半期","",""
240,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","24",40000000,"","","115",,"袋地等","","80","平成30年","木造","住宅","住宅","南東","私道",5.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
241,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","21",40000000,"","","110",,"袋地等","","85","平成30年","木造","住宅","住宅","北東","私道",4.5,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
242,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","21",45000000,"","","110",,"ほぼ長方形","8.5","90","平成30年","木造","住宅","住宅","北東","私道",4.5,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
243,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","30分?60分",49000000,"","","105",,"長方形","6.9","85","平成30年","木造","住宅","住宅","南","私道",5.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
244,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","24",29000000,"","","120",,"不整形","3.2","95","平成7年","木造","住宅","住宅","北西","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
245,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","26",43000000,"","","105",,"ほぼ長方形","7.0","85","平成28年","木造","住宅","住宅","南西","市道",4.1,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
246,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","21",130000000,"","","540",,"不整形","21.0","420","平成2年","ＲＣ","共同住宅","住宅","北西","市道",4.0,"第１種低層住居専用地域",60,80,"2016年第３四半期","",""
247,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","24",34000000,"","","120",,"ほぼ台形","7.9","90","平成16年","木造","共同住宅","住宅","東","市道",7.4,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
248,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","26",40000000,"","","195",,"ほぼ台形","","105","平成7年","木造","住宅","住宅","南西","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
249,"宅地(土地)","住宅地","13204","東京都","三鷹市","大沢","西調布","25",3400000,"280000","","40",84000,"台形","5.1","","","","","その他","東","市道",5.5,"第１種中高層住居専用地域",50,100,"2016年第３四半期","",""
250,"宅地(土地)","住宅地","13204","東京都","三鷹市","大沢","西調布","25",85000000,"280000","","1000",84000,"不整形","","","","","","その他","接面道路無","",,"第１種中高層住居専用地域",50,100,"2016年第３四半期","",""
251,"宅地(土地)","住宅地","13204","東京都","三鷹市","大沢","西調布","25",6500000,"280000","","75",85000,"ほぼ長方形","5.0","","","","","その他","接面道路無","",,"第１種中高層住居専用地域",50,100,"2016年第３四半期","","隣地の購入"
252,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","18",36000000,"","","135",,"ほぼ長方形","10.0","115","昭和55年","木造","住宅","住宅","南","市道",6.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
253,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","25",23000000,"","","90",,"ほぼ長方形","3.6","75","平成11年","木造","住宅","住宅","南東","私道",4.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
254,"宅地(土地)","住宅地","13204","東京都","三鷹市","大沢","西調布","25",31000000,"670000","","150",200000,"長方形","6.7","","","","","住宅","南","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
255,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","西調布","21",34000000,"","","165",,"長方形","11.5","130","昭和34年","木造","共同住宅","その他","北西","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
256,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","武蔵境","30分?60分",44000000,"","","90",,"ほぼ長方形","","90","平成30年","","住宅","住宅","南","都道",8.0,"第１種中高層住居専用地域",60,200,"2018年第４四半期","",""
257,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","武蔵境","30分?60分",44000000,"","","115",,"ほぼ長方形","","90","平成30年","木造","住宅","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
258,"中古マンション等","","13204","東京都","三鷹市","大沢","武蔵境","30分?60分",16000000,"","","55",,"","","","昭和60年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2018年第３四半期","未改装",""
259,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","武蔵境","30分?60分",54000000,"","","120",,"ほぼ長方形","9.7","95","平成29年","木造","住宅","住宅","北","私道",5.0,"第１種低層住居専用地域",30,50,"2018年第１四半期","",""
260,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","武蔵境","30分?60分",180000000,"","","210",,"不整形","37.8","185","平成29年","鉄骨造","共同住宅","","北","都道",30.0,"準住居地域",60,200,"2017年第３四半期","",""
261,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","武蔵境","30分?60分",51000000,"","","130",,"ほぼ長方形","9.2","240","平成4年","鉄骨造","共同住宅、倉庫","住宅","南","都道",8.0,"第１種中高層住居専用地域",60,200,"2017年第２四半期","",""
262,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","武蔵境","30分?60分",56000000,"","","110",,"ほぼ長方形","15.4","95","平成26年","木造","住宅","住宅","北東","私道",5.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
263,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","武蔵境","30分?60分",33000000,"","","100",,"ほぼ長方形","8.2","80","平成17年","木造","住宅","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
264,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","武蔵境","25",43000000,"","","115",,"台形","10.6","90","平成25年","木造","住宅","住宅","北","市道",9.3,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
265,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","武蔵境","26",60000000,"","","120",,"ほぼ台形","15.2","95","平成27年","木造","住宅","住宅","北","市道",9.5,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
266,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","大沢","武蔵境","26",61000000,"","","120",,"ほぼ長方形","8.5","95","平成25年","木造","住宅","住宅","南","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
267,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","吉祥寺","16",50000000,"1500000","","110",450000,"長方形","7.9","","","","","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
268,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","22",55000000,"1500000","","120",460000,"ほぼ長方形","9.6","","","","","住宅","西","市道",,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
269,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","20",100000000,"","","240",,"ほぼ長方形","","170","平成7年","","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
270,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","9",53000000,"","","105",,"不整形","3.2","80","平成16年","木造","住宅","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
271,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","30分?60分",50000000,"1300000","","130",390000,"ほぼ長方形","10.0","","","","","住宅","西","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
272,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","11",46000000,"","３ＬＤＫ","60",,"","","","平成25年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第４四半期","未改装",""
273,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","19",60000000,"","","70",,"長方形","6.2","95","平成30年","木造","住宅","住宅","西","市道",6.5,"第１種住居地域",60,200,"2018年第３四半期","",""
274,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","13",60000000,"1600000","","125",470000,"ほぼ長方形","8.0","","","","","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
275,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","10",48000000,"","","85",,"袋地等","","105","平成11年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",50,100,"2018年第３四半期","",""
276,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","16",95000000,"","","210",,"ほぼ長方形","14.6","135","昭和50年","木造","住宅","その他","東","市道",4.9,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
277,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","11",83000000,"","","100",,"ほぼ長方形","7.6","80","平成30年","木造","住宅","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
278,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","21",53000000,"1500000","","115",460000,"長方形","9.3","","","","","住宅","西","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
279,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","8",95000000,"","","140",,"長方形","12.9","110","平成31年","木造","住宅","住宅","東","私道",4.3,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
280,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","8",51000000,"","２ＬＤＫ","55",,"","","","平成11年","ＳＲＣ","","住宅","","",,"",,,"2018年第３四半期","改装済",""
281,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","10",50000000,"","３ＬＤＫ","40",,"","","","平成14年","","","住宅","","",,"第１種低層住居専用地域",40,80,"2018年第３四半期","未改装",""
282,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","24",40000000,"1100000","","120",330000,"ほぼ長方形","11.0","","","","","住宅","西","市道",6.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
283,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","16",57000000,"1700000","","110",510000,"長方形","8.0","","","","","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
284,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","30分?60分",33000000,"","","60",,"長方形","8.9","50","平成30年","木造","住宅","住宅","西","市道",9.6,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
285,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","30分?60分",53000000,"1400000","","125",420000,"長方形","10.0","","","","","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
286,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","18",59000000,"","","120",,"長方形","10.8","105","昭和60年","木造","住宅","住宅","西","市道",6.5,"第１種住居地域",60,200,"2018年第２四半期","",""
287,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","28",44000000,"1300000","","110",400000,"ほぼ長方形","","","","","","","東","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
288,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","9",58000000,"","３ＬＤＫ","70",,"","","","","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",60,200,"2018年第２四半期","未改装",""
289,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","29",81000000,"1000000","","260",310000,"長方形","11.9","","","","","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
290,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","26",41000000,"","","95",,"ほぼ長方形","8.2","","","","","住宅","東","市道",4.5,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
291,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","15",57000000,"1700000","","115",500000,"ほぼ整形","6.1","","","","","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
292,"宅地(土地と建物)","商業地","13204","東京都","三鷹市","上連雀","三鷹","24",200000000,"","","450",,"ほぼ長方形","16.5","460","平成9年","鉄骨造","共同住宅","店舗","北","市道",8.0,"近隣商業地域",80,200,"2018年第１四半期","",""
293,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","15",79000000,"","","220",,"袋地等","","170","平成7年","軽量鉄骨造","住宅","住宅","北東","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
294,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","11",73000000,"","","165",,"袋地等","6.8","260","平成11年","木造","共同住宅","その他","西","私道",5.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
295,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","23",33000000,"1700000","","65",520000,"長方形","6.9","","","","","住宅","南","市道",8.1,"近隣商業地域",80,200,"2018年第１四半期","",""
296,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","28",39000000,"","２ＬＤＫ","65",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2018年第１四半期","改装済",""
297,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","6",67000000,"","２ＬＤＫ＋Ｓ","70",,"","","","平成26年","ＲＣ","","住宅","","",,"商業地域",80,500,"2018年第１四半期","未改装",""
298,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","6",130000000,"2000000","","210",600000,"ほぼ長方形","9.0","","","","","住宅","東","市道",3.7,"第１種低層住居専用地域",50,100,"2017年第４四半期","",""
299,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","30分?60分",14000000,"710000","","65",210000,"長方形","9.0","","","","","住宅","西","市道",9.6,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
300,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","18",53000000,"","","105",,"袋地等","3.4","80","平成25年","木造","住宅","","東","私道",5.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
301,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","24",340000000,"1200000","","910",370000,"長方形","50.0m以上","","","","","","西","私道",5.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
302,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","12",66000000,"","３ＬＤＫ","70",,"","","","平成22年","","住宅","住宅","","",,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
303,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","9",74000000,"1900000","","130",570000,"長方形","7.7","","","","","住宅","西","市道",4.0,"第１種低層住居専用地域",50,100,"2017年第３四半期","",""
304,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","17",230000000,"","","420",,"ほぼ台形","12.3","420","","","","住宅","南西","都道",9.0,"第２種中高層住居専用地域",60,200,"2017年第３四半期","",""
305,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","12",170000000,"","","220",,"不整形","","220","平成28年","木造","共同住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",50,100,"2017年第３四半期","",""
306,"宅地(土地)","商業地","13204","東京都","三鷹市","上連雀","三鷹","4",88000000,"3500000","","85",1100000,"ほぼ台形","6.1","","","","","住宅","北","市道",8.9,"商業地域",80,500,"2017年第３四半期","",""
307,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","6",55000000,"","２ＬＤＫ","55",,"","","","平成26年","ＲＣ","住宅","住宅","","",,"商業地域",80,500,"2017年第３四半期","未改装",""
308,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","7",40000000,"","２ＬＤＫ","55",,"","","","平成11年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第３四半期","未改装",""
309,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","19",61000000,"","","110",,"ほぼ正方形","","90","平成26年","木造","住宅","住宅","東","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
310,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","8",81000000,"","","105",,"長方形","5.7","100","平成28年","木造","住宅","住宅","東","市道",3.4,"第１種低層住居専用地域",50,100,"2017年第２四半期","",""
311,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","15",7500000,"","","75",,"不整形","","65","","","","住宅","南","市道",3.9,"第１種低層住居専用地域",40,80,"2017年第２四半期","","隣地の購入"
312,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","28",41000000,"","","95",,"ほぼ長方形","10.9","","","","","住宅","西","市道",5.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
313,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","19",60000000,"","","100",,"ほぼ台形","7.6","80","平成29年","木造","住宅","住宅","北","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
314,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","29",53000000,"1500000","","120",450000,"ほぼ長方形","13.5","","","","","住宅","南","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
315,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","7",62000000,"2200000","","95",660000,"ほぼ正方形","9.3","","","","","住宅","東","市道",4.0,"第１種中高層住居専用地域",60,200,"2017年第２四半期","",""
316,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","9",67000000,"1900000","","115",580000,"ほぼ長方形","6.5","","","","","住宅","西","市道",4.4,"第１種低層住居専用地域",50,100,"2017年第２四半期","",""
317,"宅地(土地)","商業地","13204","東京都","三鷹市","上連雀","三鷹","23",23000000,"1200000","","65",360000,"ほぼ長方形","6.8","","","","","住宅","南","市道",8.1,"近隣商業地域",80,200,"2017年第２四半期","",""
318,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","28",15000000,"","２ＬＤＫ","40",,"","","","昭和62年","鉄骨造","住宅","住宅","","",,"準工業地域",60,200,"2017年第２四半期","改装済",""
319,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","26",28000000,"","２ＬＤＫ","45",,"","","","平成5年","ＳＲＣ","住宅","","","",,"近隣商業地域",80,200,"2017年第２四半期","未改装",""
320,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","11",67000000,"","２ＬＤＫ","75",,"","","","","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",40,80,"2017年第２四半期","未改装",""
321,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","9",53000000,"","３ＬＤＫ","70",,"","","","平成13年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第２四半期","未改装",""
322,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","10",39000000,"","３ＬＤＫ","65",,"","","","平成9年","ＲＣ","住宅","その他","","",,"近隣商業地域",80,300,"2017年第２四半期","未改装",""
323,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","28",11000000,"","２ＤＫ","40",,"","","","昭和62年","鉄骨造","住宅","住宅","","",,"準工業地域",60,200,"2017年第２四半期","未改装",""
324,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","4",62000000,"","２ＬＤＫ","70",,"","","","平成20年","ＲＣ","住宅","住宅","","",,"第１種低層住居専用地域",50,100,"2017年第２四半期","未改装",""
325,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","21",57000000,"","","120",,"長方形","13.0","100","平成28年","木造","住宅","住宅","東","市道",3.8,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
326,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","19",45000000,"1200000","","125",370000,"ほぼ長方形","14.1","","","","","住宅","西","市道",5.5,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
327,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","8",68000000,"2200000","","105",650000,"ほぼ長方形","9.0","","","","","住宅","南","市道",4.0,"第１種低層住居専用地域",50,100,"2017年第１四半期","",""
328,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","29",63000000,"","","110",,"ほぼ整形","5.1","85","平成29年","木造","住宅","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
329,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","11",60000000,"","","240",,"ほぼ長方形","13.0","210","昭和47年","木造","共同住宅","住宅","西","市道",4.5,"第１種中高層住居専用地域",60,200,"2017年第１四半期","","私道を含む取引"
330,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","27",65000000,"","","155",,"ほぼ長方形","8.7","220","昭和57年","ＲＣ","共同住宅","","北","市道",3.5,"準工業地域",60,200,"2017年第１四半期","","私道を含む取引"
331,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","14",77000000,"","","120",,"ほぼ長方形","","95","平成29年","木造","住宅","住宅","東","私道",4.7,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
332,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","17",50000000,"1000000","","165",310000,"ほぼ長方形","","","","","","住宅","西","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","","私道を含む取引"
333,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","17",150000000,"","","430",,"長方形","17.6","175","昭和48年","木造","住宅","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
334,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","12",48000000,"","３ＬＤＫ","65",,"","","","","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第１四半期","改装済",""
335,"中古マンション等","","13204","東京都","三鷹市","上連雀","三鷹","4",28000000,"","１Ｋ","30",,"","","","平成20年","ＲＣ","住宅","その他","","",,"第１種低層住居専用地域",50,100,"2017年第１四半期","改装済",""
336,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","18",58000000,"","","75",,"ほぼ長方形","12.0","105","平成28年","木造","住宅","住宅","東","市道",6.5,"第１種住居地域",60,200,"2016年第４四半期","",""
337,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","28",52000000,"","","95",,"ほぼ長方形","10.0","100","昭和58年","ＲＣ","","住宅","西","市道",4.5,"第１種住居地域",60,200,"2016年第４四半期","",""
338,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","23",42000000,"1200000","","115",370000,"ほぼ長方形","12.0","","","","","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
339,"宅地(土地)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","28",33000000,"1100000","","105",320000,"袋地等","2.3","","","","","その他","西","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
340,"宅地(土地と建物)","住宅地","13204","東京都","三鷹市","上連雀","三鷹","8",82000000,"","","105",,"長方形","6.3","100","平成28年","木造","住宅","住宅","東","市道",4.3,"第１種低層住居専用地域",50,100,"2016年第４四半期","",""
341,"宅地(土地と建物)","商業地","13204","東京都","三鷹市","上連雀","三鷹","24",12000000,"","","30",,"長方形","3.2","45","昭和54年","木造","住宅","その他","南","市道",8.0,"近隣商業地域",80,200,"2016年第４四半期","",""
