"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
26,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","9",39000000,"","","85",,"ほぼ長方形","6.6","65","平成17年","木造","住宅","住宅","北","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
27,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","11",58000000,"","","135",,"不整形","","100","平成29年","木造","住宅","","北","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
28,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","15",52000000,"","","120",,"長方形","5.8","95","平成28年","木造","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
29,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","13",58000000,"","","115",,"ほぼ長方形","8.0","95","","","住宅","住宅","北","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
30,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","11",56000000,"","","125",,"袋地等","2.8","90","平成28年","木造","住宅","住宅","西","私道",4.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
31,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","4",57000000,"","","120",,"長方形","9.0","95","平成7年","木造","住宅","住宅","南","私道",5.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
32,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","13",46000000,"","","95",,"長方形","5.9","75","平成28年","木造","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
33,"宅地(土地)","住宅地","13210","東京都","小金井市","梶野町","東小金井","8",47000000,"840000","","185",250000,"袋地等","3.0","","","","","住宅","西","市道",8.0,"第１種中高層住居専用地域",60,200,"2016年第４四半期","",""
34,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","8",25000000,"","","60",,"長方形","5.6","75","昭和64年","木造","住宅","住宅","北東","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
35,"宅地(土地)","住宅地","13210","東京都","小金井市","梶野町","東小金井","14",140000000,"930000","","500",280000,"長方形","18.0","","","","","","北","市道",3.6,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
36,"宅地(土地)","住宅地","13210","東京都","小金井市","梶野町","東小金井","15",180000000,"930000","","630",280000,"台形","23.0","","","","","","西","道路",4.0,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
37,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","10",44000000,"","","105",,"袋地等","2.6","80","平成28年","木造","住宅","住宅","東","市道",4.0,"第１種低層住居専用地域",40,60,"2016年第３四半期","",""
38,"宅地(土地)","住宅地","13210","東京都","小金井市","梶野町","東小金井","7",36000000,"1200000","","95",380000,"ほぼ長方形","13.0","","","","","その他","西","市道",5.5,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
39,"宅地(土地)","住宅地","13210","東京都","小金井市","梶野町","東小金井","15",150000000,"910000","","530",280000,"ほぼ長方形","36.0","","","","","その他","東","市道",6.0,"第１種中高層住居専用地域",50,150,"2016年第３四半期","",""
40,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","15",42000000,"","","85",,"ほぼ長方形","5.4","70","平成28年","木造","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
41,"中古マンション等","","13210","東京都","小金井市","梶野町","東小金井","8",32000000,"","２ＬＤＫ","55",,"","","","平成17年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2016年第３四半期","未改装",""
42,"宅地(土地)","住宅地","13210","東京都","小金井市","梶野町","東小金井","12",40000000,"1000000","","130",310000,"ほぼ長方形","4.0","","","","","住宅","北","私道",4.0,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
43,"宅地(土地)","住宅地","13210","東京都","小金井市","梶野町","東小金井","8",40000000,"1000000","","130",300000,"ほぼ長方形","9.1","","","","","","南","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
44,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","18",34000000,"","","100",,"袋地等","2.6","80","平成10年","木造","住宅","住宅","東","私道",5.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
45,"宅地(土地)","住宅地","13210","東京都","小金井市","梶野町","東小金井","18",34000000,"1200000","","95",360000,"ほぼ長方形","9.0","","","","","住宅","西","市道",4.0,"第１種低層住居専用地域",50,100,"2016年第１四半期","",""
46,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","16",54000000,"","","120",,"長方形","15.9","95","平成28年","木造","住宅","住宅","東","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
47,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","16",58000000,"","","120",,"ほぼ長方形","14.0","95","平成28年","木造","住宅","住宅","東","道路",5.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
48,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","13",27000000,"","","85",,"ほぼ正方形","8.9","80","昭和61年","木造","住宅","住宅","北","私道",4.5,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
49,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","14",180000000,"","","710",,"不整形","35.0","190","昭和59年","軽量鉄骨造","住宅","住宅","北","私道",4.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","","私道を含む取引"
50,"宅地(土地)","住宅地","13210","東京都","小金井市","梶野町","東小金井","8",120000000,"1100000","","380",320000,"ほぼ正方形","13.0","","","","","","西","市道",7.3,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
51,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","梶野町","東小金井","13",48000000,"","","90",,"長方形","5.9","70","平成28年","木造","住宅","住宅","南","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
52,"宅地(土地)","住宅地","13210","東京都","小金井市","梶野町","東小金井","9",47000000,"1400000","","110",420000,"長方形","6.5","","","","","住宅","北","市道",5.0,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
53,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","16",60000000,"","","145",,"長方形","12.8","115","平成6年","木造","住宅","住宅","北","市道",5.5,"第１種低層住居専用地域",40,80,"2018年第４四半期","",""
54,"中古マンション等","","13210","東京都","小金井市","桜町","武蔵小金井","14",34000000,"","２ＬＤＫ","50",,"","","","平成28年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",50,150,"2018年第４四半期","未改装",""
55,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","13",49000000,"","","105",,"袋地等","3.3","80","平成30年","木造","住宅","住宅","東","市道",3.3,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
56,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","14",56000000,"","","110",,"長方形","7.8","85","平成30年","木造","住宅","住宅","北","私道",5.5,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
57,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","12",49000000,"","","125",,"袋地等","3.3","80","平成30年","木造","住宅","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
58,"中古マンション等","","13210","東京都","小金井市","桜町","武蔵小金井","13",49000000,"","３ＬＤＫ","70",,"","","","平成23年","ＲＣ","","住宅","","",,"第１種低層住居専用地域",40,80,"2018年第２四半期","未改装",""
59,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","15",50000000,"","","100",,"不整形","","90","平成30年","木造","住宅","住宅","東","私道",4.0,"第１種中高層住居専用地域",60,200,"2018年第１四半期","",""
60,"中古マンション等","","13210","東京都","小金井市","桜町","武蔵小金井","14",51000000,"","３ＬＤＫ","70",,"","","","平成28年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",50,150,"2018年第１四半期","未改装",""
61,"宅地(土地)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","18",47000000,"1100000","","135",340000,"ほぼ長方形","13.0","","","","","住宅","西","市道",7.5,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
62,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","19",28000000,"","","90",,"ほぼ正方形","9.0","90","平成2年","木造","住宅","住宅","西","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
63,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","14",40000000,"","","75",,"ほぼ長方形","10.2","60","平成29年","木造","住宅","住宅","北","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
64,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","15",55000000,"","","85",,"長方形","6.2","95","平成29年","木造","住宅","住宅","南","市道",5.0,"第１種中高層住居専用地域",60,200,"2017年第３四半期","",""
65,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","19",25000000,"","","115",,"長方形","6.4","","","","","","南","市道",5.4,"第１種低層住居専用地域",40,80,"2017年第３四半期","","私道を含む取引"
66,"宅地(土地)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","13",230000000,"1200000","","650",360000,"ほぼ長方形","23.2","","","","","","南","市道",7.2,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
67,"宅地(土地)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","15",41000000,"1300000","","110",380000,"ほぼ長方形","8.0","","","","","住宅","北","市道",5.4,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
68,"宅地(土地)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","19",33000000,"1100000","","95",340000,"ほぼ長方形","6.4","","","","","","南","市道",5.4,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
69,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","16",56000000,"","","115",,"ほぼ長方形","12.0","90","平成29年","木造","住宅","住宅","北","市道",5.4,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
70,"宅地(土地)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","13",230000000,"1200000","","650",360000,"ほぼ長方形","23.0","","","","","その他","南","市道",7.3,"第１種低層住居専用地域",40,80,"2017年第３四半期","",""
71,"中古マンション等","","13210","東京都","小金井市","桜町","武蔵小金井","13",46000000,"","３ＬＤＫ","70",,"","","","平成10年","ＲＣ","住宅","住宅","","",,"第１種住居地域",60,200,"2017年第３四半期","改装済",""
72,"中古マンション等","","13210","東京都","小金井市","桜町","武蔵小金井","14",53000000,"","３ＬＤＫ","70",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",50,150,"2017年第３四半期","未改装",""
73,"中古マンション等","","13210","東京都","小金井市","桜町","武蔵小金井","14",52000000,"","３ＬＤＫ","70",,"","","","平成28年","ＲＣ","","住宅","","",,"第１種中高層住居専用地域",50,150,"2017年第３四半期","未改装",""
74,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","16",23000000,"","","90",,"長方形","8.4","90","平成2年","木造","住宅","住宅","南","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第２四半期","",""
75,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","16",55000000,"","","85",,"長方形","6.2","95","平成29年","木造","住宅","住宅","南","市道",5.0,"第１種中高層住居専用地域",60,200,"2017年第２四半期","",""
76,"宅地(土地)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","14",93000000,"550000","","560",170000,"不整形","","","","","","住宅","南","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
77,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","15",86000000,"","","320",,"長方形","21.7","","","","","住宅","北","市道",5.4,"第１種低層住居専用地域",40,80,"2017年第１四半期","",""
78,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","15",45000000,"","","80",,"ほぼ長方形","7.0","85","平成28年","木造","住宅","住宅","南","私道",4.0,"第１種中高層住居専用地域",60,200,"2016年第４四半期","",""
79,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","15",45000000,"","","90",,"ほぼ長方形","6.9","70","平成26年","木造","住宅","住宅","南","市道",5.4,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
80,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","19",22000000,"","","90",,"長方形","6.7","100","昭和54年","木造","住宅","住宅","北","市道",5.4,"第１種低層住居専用地域",40,80,"2016年第４四半期","",""
81,"宅地(土地)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","13",7000000,"430000","","55",130000,"長方形","2.0","","","","","住宅","南西","市道",7.3,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
82,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","14",44000000,"","","85",,"長方形","6.6","95","平成28年","木造","住宅","住宅","北","私道",4.0,"第１種中高層住居専用地域",60,200,"2016年第３四半期","",""
83,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","14",39000000,"","","45",,"長方形","4.5","70","平成27年","木造","住宅","住宅","北","私道",4.0,"第１種中高層住居専用地域",60,200,"2016年第１四半期","",""
84,"宅地(土地)","住宅地","13210","東京都","小金井市","桜町","武蔵小金井","15",30000000,"860000","","115",260000,"袋地等","","","","","","","南","私道",4.0,"第１種中高層住居専用地域",60,200,"2016年第１四半期","",""
85,"中古マンション等","","13210","東京都","小金井市","桜町","武蔵小金井","14",38000000,"","２ＬＤＫ","55",,"","","","平成28年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",50,150,"2016年第１四半期","",""
86,"宅地(土地)","住宅地","13210","東京都","小金井市","関野町","東小金井","23",75000000,"940000","","270",280000,"長方形","12.5","","","","","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
87,"宅地(土地)","住宅地","13210","東京都","小金井市","関野町","東小金井","23",86000000,"860000","","330",260000,"不整形","","","","","","住宅","東","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
88,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","関野町","東小金井","24",45000000,"","","140",,"袋地等","2.7","90","平成27年","木造","住宅","住宅","西","私道",3.8,"第１種低層住居専用地域",40,80,"2016年第１四半期","",""
89,"宅地(土地)","住宅地","13210","東京都","小金井市","関野町","武蔵小金井","24",38000000,"1000000","","120",310000,"ほぼ長方形","6.5","","","","","住宅","南","市道",3.8,"第１種低層住居専用地域",40,80,"2018年第３四半期","",""
90,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","中町","東小金井","7",84000000,"","","120",,"長方形","7.6","95","平成30年","木造","住宅","住宅","東","道路",5.0,"第１種低層住居専用地域",40,80,"2018年第２四半期","",""
91,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","中町","東小金井","16",51000000,"","","150",,"ほぼ正方形","12.0","","","","","","西","市道",2.9,"第１種低層住居専用地域",50,100,"2018年第２四半期","","調停・競売等"
92,"中古マンション等","","13210","東京都","小金井市","中町","東小金井","9",35000000,"","３ＬＤＫ","65",,"","","","平成12年","ＲＣ","","住宅","","",,"第１種住居地域",60,200,"2018年第２四半期","未改装",""
93,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","中町","東小金井","7",82000000,"","","120",,"長方形","7.6","95","平成30年","木造","住宅","住宅","東","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
94,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","中町","東小金井","7",94000000,"","","125",,"長方形","8.0","95","平成30年","木造","住宅","住宅","南","市道",6.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
95,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","中町","東小金井","7",80000000,"","","120",,"長方形","7.7","95","平成29年","木造","住宅","住宅","東","道路",5.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
96,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","中町","東小金井","7",80000000,"","","120",,"長方形","7.4","95","平成30年","木造","住宅","住宅","東","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
97,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","中町","東小金井","7",82000000,"","","120",,"長方形","7.6","95","平成30年","木造","住宅","住宅","東","市道",5.0,"第１種低層住居専用地域",40,80,"2018年第１四半期","",""
98,"中古マンション等","","13210","東京都","小金井市","中町","東小金井","9",38000000,"","","70",,"","","","平成12年","ＲＣ","","","","",,"第１種住居地域",60,200,"2018年第１四半期","",""
99,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","中町","東小金井","14",40000000,"","","130",,"ほぼ正方形","11.1","75","","木造","住宅","","東","市道",4.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
100,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","中町","東小金井","15",43000000,"","","145",,"ほぼ正方形","12.0","","","","","住宅","北","私道",4.0,"第１種低層住居専用地域",40,80,"2017年第４四半期","",""
101,"中古マンション等","","13210","東京都","小金井市","中町","東小金井","11",36000000,"","３ＬＤＫ","75",,"","","","平成6年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2017年第４四半期","未改装",""
102,"中古マンション等","","13210","東京都","小金井市","中町","東小金井","14",33000000,"","４ＬＤＫ","65",,"","","","平成3年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",40,100,"2017年第１四半期","改装済",""
103,"中古マンション等","","13210","東京都","小金井市","中町","東小金井","11",43000000,"","３ＬＤＫ","80",,"","","","平成6年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2016年第４四半期","改装済",""
104,"中古マンション等","","13210","東京都","小金井市","中町","東小金井","14",35000000,"","３ＬＤＫ","75",,"","","","平成6年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2016年第４四半期","未改装",""
105,"宅地(土地)","住宅地","13210","東京都","小金井市","中町","東小金井","12",38000000,"1200000","","100",370000,"ほぼ長方形","8.0","","","","","住宅","南","私道",,"第１種低層住居専用地域",40,80,"2016年第３四半期","",""
106,"中古マンション等","","13210","東京都","小金井市","中町","東小金井","14",37000000,"","４ＬＤＫ","75",,"","","","平成6年","ＲＣ","住宅","住宅","","",,"第１種中高層住居専用地域",60,200,"2016年第３四半期","未改装",""
107,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","中町","東小金井","14",58000000,"","","125",,"長方形","7.6","95","平成27年","軽量鉄骨造","住宅","住宅","東","市道",4.0,"第１種低層住居専用地域",40,80,"2016年第２四半期","",""
108,"宅地(土地)","住宅地","13210","東京都","小金井市","中町","武蔵小金井","9",39000000,"780000","","165",240000,"長方形","","","","","","住宅","西","私道",4.0,"第１種低層住居専用地域",50,80,"2018年第４四半期","",""
109,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","中町","武蔵小金井","9",40000000,"","","80",,"長方形","4.7","","","","","住宅","南東","市道",4.0,"第１種低層住居専用地域",50,80,"2018年第４四半期","","私道を含む取引"
110,"中古マンション等","","13210","東京都","小金井市","中町","武蔵小金井","12",21000000,"","３ＬＤＫ","65",,"","","","昭和52年","ＲＣ","","その他","","",,"第１種中高層住居専用地域",60,200,"2018年第４四半期","未改装",""
111,"中古マンション等","","13210","東京都","小金井市","中町","武蔵小金井","4",11000000,"","１Ｋ","15",,"","","","昭和59年","ＳＲＣ","","その他","","",,"商業地域",80,500,"2018年第４四半期","未改装",""
112,"中古マンション等","","13210","東京都","小金井市","中町","武蔵小金井","9",16000000,"","１Ｋ","20",,"","","","平成19年","ＲＣ","","その他","","",,"第１種住居地域",60,200,"2018年第４四半期","未改装",""
113,"宅地(土地と建物)","住宅地","13210","東京都","小金井市","中町","武蔵小金井","12",50000000,"","","120",,"不整形","","110","平成10年","木造","住宅","住宅","東","私道",5.0,"第１種低層住居専用地域",50,100,"2018年第３四半期","",""
114,"宅地(土地)","住宅地","13210","東京都","小金井市","中町","武蔵小金井","9",28000000,"540000","","170",160000,"長方形","9.0","","","","","","南西","私道",4.0,"第１種低層住居専用地域",50,80,"2018年第３四半期","",""
115,"中古マンション等","","13210","東京都","小金井市","中町","武蔵小金井","4",6500000,"","１Ｒ","15",,"","","","昭和59年","ＳＲＣ","住宅","住宅","","",,"商業地域",80,500,"2018年第３四半期","未改装",""
116,"中古マンション等","","13210","東京都","小金井市","中町","武蔵小金井","5",34000000,"","２ＬＤＫ＋Ｓ","65",,"","","","平成10年","ＲＣ","住宅","その他","","",,"近隣商業地域",80,300,"2018年第３四半期","未改装",""
117,"中古マンション等","","13210","東京都","小金井市","中町","武蔵小金井","9",14000000,"","１Ｋ","20",,"","","","平成19年","ＲＣ","住宅","その他","","",,"第１種住居地域",60,200,"2018年第３四半期","未改装",""
